date,LOC_cabinet,LOC_drawer,LOC_tray,LOC_locality,LOC_unit,LOC_subunit,LOC_age,minutesPerIDRehouse,minutesPerCount,minutesPerPaint,minutesPerCatalog,minutesPerLabels,minutesPerNumber,minutesPerTotal,lotsProcessed,lotsRehoused,lotsIdentified,lotsReidentified
2018-11-07,227,05,2 of 4,22406,Chico,,"Coniacian, Campanian",1.3,NA,0.6,1,0.2,0.5,3.6,31,26,23,0
2018-11-11,227,05,3 of 4,"24337, 24338",Chico,,"Coniacian, Campanian",1.2,NA,0.5,1.5,0.3,0.2,3.7,30,21,25,0
2018-11-09,227,05,4 of 4,11798,Chico,,"Coniacian, Campanian",1.2,NA,NA,0.9,0.2,NA,2.3,50,0,50,0
2018-11-13,227,06,1 of 3,27255,Chico,,Santonian,1.5,NA,NA,1.5,0.2,0.1,3.3,10,1,10,0
2018-11-13,227,06,2 of 3,26918,Chico,,Santonian,1.3,NA,NA,0.8,0.2,NA,2.3000000000000003,9,0,9,0
2018-11-13,227,06,3 of 3,27255,Chico,,Santonian,1.8,NA,NA,1,1,0.4,4.2,25,10,25,0
2018-11-24,227,07,1 of 1,15764,Chico,,"Coniacian, Campanian",0.8,NA,NA,0.6,0.2,NA,1.6,12,0,12,0
2018-11-27,227,08,1 of 3,23793,Chico,,"Coniacian, Santonian, Campanian",1.5,NA,NA,1,0.5,0.2,3.2,30,25,28,0
2018-11-14,227,09,1 of 4,10855,Chico,,"Santonian, Campanian",1.6,NA,0.2,1.4,NA,0.5,3.7,32,30,3,12
2018-11-14,227,09,2 of 4,10853,Chico,,"Santonian, Campanian",1.3,NA,0.3,1.5,NA,0.5,3.6,31,23,7,10
2018-11-14,227,09,3 of 4,10854,Chico,,"Santonian, Campanian",1.3,NA,0.2,1.3,NA,0.4,3.2,23,20,4,6
2018-11-14,227,09,4 of 4,10856,Chico,,"Santonian, Campanian",1.4,NA,0.3,2.1,NA,0.4,4.2,35,31,7,14
2018-11-21,227,10,1 of 4,10861,Chico,,"Santonian, Campanian",2.1,NA,NA,1.5,0.3,0.7,4.6,29,28,3,7
2018-11-21,227,10,2 of 4,10861,Chico,,"Santonian, Campanian",2.1,NA,NA,0.7,0.3,0.2,3.3,29,24,5,8
2018-11-21,227,10,3 of 4,10858,Chico,,"Santonian, Campanian",1.7,NA,0.3,0.9,0.3,0.3,3.5,16,12,3,5
2018-11-21,227,10,3 of 4,10858,Chico,,"Santonian, Campanian",1.3,NA,0.3,0.9,0.3,0.3,3.1,16,12,3,5
2018-11-21,227,10,4 of 4,"10857, 1859",Chico,,"Santonian, Campanian",1.1,NA,0.3,1,0.3,0.3,3,18,9,0,8
2018-11-14,227,11,1 of 1,28781,,,,1.3,NA,0.2,1.5,NA,0.2,3.2,31,5,9,11
2018-11-24,227,12,1 of 4,"23631, 23633, 23634, 23632",Chico,,"Coniacian, Santonian, Campanian",1.4,NA,NA,1.1,0.2,0.2,2.9,37,32,1,12
2018-11-24,227,12,2 of 4,23635,Chico,,"Coniacian, Santonian, Campanian",1.5,NA,0.4,1,0.4,0.5,3.8,51,39,4,15
2018-11-24,227,12,3 of 4,23631,Chico,,"Coniacian, Santonian, Campanian",1.5,NA,0.4,1.1,0.4,0.4,3.8000000000000003,39,31,8,15
2018-11-24,227,12,3 of 4,23631,Chico,,"Coniacian, Santonian, Campanian",1.5,NA,0.4,1.1,0.4,0.4,3.8000000000000003,39,31,8,15
2018-11-24,227,12,4 of 4,"23632, 23192",Chico,,"Coniacian, Santonian, Campanian",1.7,NA,0.2,1.1,0.4,0.5,3.9,40,35,5,15
2018-12-05,228,01,1 of 2,26044,Chico,,"Coniacian, Campanian",1.6,NA,0.4,1,0.3,0.1,3.4,22,3,19,0
2018-12-05,228,01,2 of 2,26044,Chico,,"Coniacian, Campanian",1.7,NA,NA,0.8,2.2,0.1,4.8,9,2,7,0
2018-12-18,228,02,1 of 4,10837,Chico,,"Coniacian, Santonian, Campanian",1.9,NA,0.6,0.6,0.2,0.1,3.4,31,20,28,0
2018-12-18,228,02,2 of 4,"10835, 10834",Chico,,"Coniacian, Santonian, Campanian",1.4,NA,0.2,0.9,0.2,0.2,2.9,37,28,20,6
2018-12-18,228,02,3 of 4,10835,Chico,,"Coniacian, Santonian, Campanian",1.4,NA,0.5,1.1,0.2,0.2,3.4,28,18,13,7
2018-12-18,228,02,4 of 4,10834,Chico,,"Coniacian, Santonian, Campanian",1.3,NA,0.4,0.9,0.2,0.3,3.1,26,21,8,9
2018-12-19,228,03,1 of 4,10836,Chico,,"Coniacian, Santonian, Campanian",2.8,NA,NA,0.7,0.3,NA,3.8,7,3,0,0
2018-12-19,228,03,2 of 4,24224,Chico,,"Coniacian, Santonian, Campanian",1.9,NA,0.8,0.8,0.2,0.2,3.9,26,18,20,2
2018-12-19,228,03,3 of 4,10836,Chico,,"Coniacian, Santonian, Campanian",1.1,NA,0.2,0.5,0.2,0.2,2.2,40,33,36,0
2018-12-19,228,03,4 of 4,24224,Chico,,"Coniacian, Santonian, Campanian",0.8,NA,0.1,0.2,0.2,0.1,1.4000000000000001,36,14,26,0
2018-12-19,228,04,1 of 2,26046,Chico,,Campanian,1.7,NA,NA,0.4,0.1,NA,2.2,23,0,23,0
2018-12-19,228,04,1 of 2,26046,Chico,,Campanian,0.4,NA,NA,0.4,0.1,NA,0.9,45,0,45,0
2018-12-19,228,05,1 of 2,26046,Chico,,Campanian,0.9,NA,NA,0.5,0.2,NA,1.6,10,0,10,0
2018-12-19,228,05,2 of 2,26046,Chico,,Campanian,1,NA,0.1,0.4,0.2,0.1,1.8,35,11,31,0
2018-12-19,228,06,1 of 2,26045,Chico,,"Coniacian, Campanian",1,NA,NA,0.3,0.2,NA,1.5,19,0,19,0
2018-12-19,228,06,2 of 2,26045,Chico,,"Coniacian, Campanian",0.9,NA,0.1,0.4,0.3,0.1,1.8,22,4,22,0
2018-12-13,228,07,1 of 4,23637,Chico,,"Santonian, Campanian",1.2,NA,NA,0.6,0.2,NA,2,32,0,32,0
2018-12-13,228,07,2 of 4,23637,Chico,,"Santonian, Campanian",0.9,NA,NA,0.9,0.2,NA,2,39,0,39,0
2018-12-13,228,07,3 of 4,23697,Chico,,"Santonian, Campanian",0.8,NA,NA,0.7,0.2,NA,1.7,41,0,41,0
2018-12-13,228,07,4 of 4,23637,Chico,,"Santonian, Campanian",1.6,NA,NA,0.9,0.3,NA,2.8000000000000003,22,0,22,0
2018-12-13,228,08,1 of 3,23637,Chico,,"Santonian, Campanian",1.8,NA,NA,0.8,0.3,NA,2.9,18,0,18,0
2018-12-13,228,08,1 of 3,23637,Chico,,"Santonian, Campanian",1.2,NA,NA,0.6,0.2,NA,2,24,0,24,0
2018-12-07,228,09,1 of 4,23637,Chico,,"Santonian, Campanian",1.5,NA,1.5,1,1.9,0.2,6.1,31,32,7,3
2018-12-07,228,09,1 of 4,23637,Chico,,"Santonian, Campanian",1.6,NA,1.1,1.1,2.4,0.2,6.4,25,18,3,11
2018-12-07,228,09,1 of 4,"23637, 23636",Chico,,"Santonian, Campanian",1.4,NA,1.1,1,1.7,0.2,5.4,35,29,0,0
2018-12-05,228,09,1 of 4,23636,Chico,,"Santonian, Campanian",1,NA,0.4,0.9,1.6,0.2,4.1000000000000005,38,28,11,5
2018-12-08,228,10,1 of 4,"23639, 23640",Chico,,"Santonian, Campanian",1.6,NA,1.8,1.3,0.2,0.2,5.1000000000000005,34,36,3,7
2018-12-08,228,10,2 of 4,23641,Chico,,"Santonian, Campanian",1.3,NA,0.5,0.9,0.2,0.2,3.1,39,37,9,11
2018-12-08,228,10,3 of 4,23639,Chico,,"Santonian, Campanian",1.1,NA,0.2,0.9,0.2,0.2,2.6,45,41,3,17
2018-12-08,228,10,4 of 4,23638,Chico,,"Santonian, Campanian",1.1,NA,0.2,0.9,0.2,0.1,2.5,35,34,5,12
2018-12-11,228,11,1 of 4,23643,Chico,,"Santonian, Campanian",1.4,NA,0.5,0.7,0.2,0.1,2.9,37,30,8,17
2018-12-11,228,11,2 of 4,23642,Chico,,"Santonian, Campanian",1.6,NA,0.5,1,0.2,1,4.3,29,24,2,6
2018-12-11,228,11,3 of 4,"23642, 23643",Chico,,"Santonian, Campanian",1.3,NA,0.6,0.6,0.2,0.2,2.9,35,30,1,4
2018-12-11,228,11,4 of 4,23643,Chico,,"Santonian, Campanian",1.4,NA,0.4,1.6,0.2,1.6,5.2,37,34,4,9
2018-12-12,228,12,1 of 4,"23644, 23645",Chico,,"Santonian, Campanian",0.8,NA,0.2,0.6,0.2,0.1,1.9000000000000001,47,44,1,13
2018-12-11,228,12,2 of 4,"23646, 23647",Chico,,"Santonian, Campanian",0.9,NA,0.5,1,0.2,0.2,2.8,32,21,1,7
2018-12-12,228,12,3 of 4,23648,Chico,,"Santonian, Campanian",1.4,NA,0.5,0.7,0.2,0.1,2.9,28,21,1,7
2018-12-12,228,12,4 of 4,23648,Chico,,"Santonian, Campanian",1.8,NA,0.4,0.9,0.3,0.2,3.6,22,19,0,6
2017-11-15,233,07,1 of 1,6965,Chatsworth,Dayton Canyon,Campanian,3,NA,NA,1.5,NA,NA,4.5,10,2,14,0
2017-11-21,233,09,1 of 1,,Chatsworth,,Campanian,1.7,NA,NA,NA,NA,NA,1.7,9,9,9,0
2017-11-17,233,09,1 of 2,6965,Chatsworth,Dayton Canyon,Campanian,5,NA,0.1,2,0.9,NA,8,15,8,21,0
2017-11-11,233,11,1 of 1,10715,Chatsworth,Dayton Canyon,Campanian,8.2,0.4,NA,0.9,NA,NA,9.5,11,20,0,22
2017-10-31,233,11,1 of 2,10715,Chatsworth,Dayton Canyon,Campanian,1.7,0.7,0.1,0.7,NA,NA,3.1999999999999997,9,9,0,9
2017-11-14,233,12,1 of 1,6965,Chatsworth,Dayton Canyon,Campanian,8.6,0.4,NA,0.4,NA,NA,9.4,14,3,14,0
2017-10-31,233,12,1 of 3,10715,Chatsworth,Dayton Canyon,Campanian,3.5,0.8,0.4,0.9,NA,0.4,6,17,19,3,2
2017-11-22,234,01,1 of 1,26994,Chatsworth,,Campanian,5.8,NA,NA,1.4,0.8,0.1,8.1,72,15,72,0
2017-11-15,234,01,1 of 3,"26994, 10714, 10713",Chatsworth,,Campanian,3.8,0.1,0.2,1.4,NA,0.6,6.1,52,53,11,6
2017-09-15,234,01,1 of 4,10711,Chatsworth,,Campanian,5,0.4,0.4,1.7,0.4,0.4,8.3,36,34,5,5
2017-08-14,234,01,1 of 4,10711,Chatsworth,,Campanian,5,0.5,0.4,1.7,0.6,0.5,8.7,36,34,5,5
2017-09-15,234,01,2 of 4,10711,Chatsworth,,Campanian,3.3,0.7,0.7,1.3,1.3,0.7,8,23,17,0,6
2017-09-26,234,01,3 of 4,10711,Chatsworth,,Campanian,3.2,1.1,0.5,4.8,2.6,1.1,13.3,14,12,3,1
2018-03-22,234,02,1 of 4,10709,Chatsworth,,Campanian,3.4,NA,1,1.5,1.2,NA,7.1,31,31,3,3
2017-11-21,234,02,3 of 4,10708,Chatsworth,Dayton Canyon,Campanian,2.2,0.8,0.1,4.5,0.6,0.5,8.700000000000001,40,37,4,9
2017-11-29,234,02,2 of 4,"10706, 10707",Chatsworth,Dayton Canyon,Campanian,2.6,0.1,0.2,1.1,0.3,0.6,4.9,40,38,0,11
2018-03-22,234,03,1 of 2,22336,Chatsworth,Dayton Canyon,Campanian,4.1,0.9,0.3,1.9,NA,0.7,7.8999999999999995,22,18,3,4
2017-11-09,234,03,1 of 3,22336,Chatsworth,Dayton Canyon,Campanian,3.8,2.9,0.1,1.8,NA,0.1,8.7,8,8,1,4
2017-12-01,234,04,1 of 3,6965,Chatsworth,,Campanian,2.7,0.5,0.2,0.8,0.9,0.2,5.300000000000001,39,28,23,1
2017-11-16,234,05,1 of 3,6965,Chatsworth,Dayton Canyon,Campanian,9.5,NA,0.1,7.1,0.8,0.5,18,19,15,9,1
2017-10-30,234,06,1 of 3,6965,Chatsworth,,Campanian,3.1,0.9,0.2,0.9,NA,0.3,5.4,43,41,2,1
2017-08-25,234,08,1 of 2,,Chatsworth,,Campanian,1.9,NA,0.5,1.9,0.5,0.7,5.5,62,51,0,3
2018-05-03,234,11,1 of 2,27001,Tuna Canyon,Santa Ynez Canyon,Campanian,3.2,NA,0.3,1.2,0.3,0.1,5.1000000000000005,37,20,2,15
2018-05-15,235,11,1 of 3,26019,Tuna Canyon,Member D @ Rivas Canyon,Campanian,1.7,NA,0.4,0.7,0.4,0.2,3.4,26,14,9,0
2018-05-15,235,11,2 of 2,26019,Tuna Canyon,Member D @ Rivas Canyon,Campanian,2.5,NA,0.4,1.2,0.8,0.6,5.5,12,6,5,0
2018-05-11,237,03,2 of 2,"8201, 8205",Tuna Canyon,Santa Ynez Canyon,Campanian,3.1,NA,0.4,1,0.4,0.5,5.4,29,20,27,1
2018-02-22,237,10,1 of 3,"10717, 10718",Ladd,Holz Shale,"Turonian, Campanian",6.2,0.7,0.1,1,0.5,0.2,8.7,29,22,5,14
2018-03-02,237,10,2 of 2,10722,Ladd,Holz Shale,"Turonian, Campanian",6.2,NA,0.1,1.5,0.8,0.1,8.700000000000001,24,20,9,10
2018-02-23,237,10,2 of 3,"10720, 10721",Ladd,Holz Shale,"Turonian, Campanian",3.6,NA,0.1,1.4,0.4,0.2,5.7,25,22,3,8
2018-03-30,237,11,1 of 2,10092,Ladd,Holz Shale,"Turonian, Campanian",2.5,NA,0.2,1.2,0.4,0.2,4.5,12,10,1,3
2018-04-07,237,11,1 of 3,10089,Ladd,Holz Shale,"Turonian, Campanian",3.2,NA,0.1,1,0.3,0.3,4.9,19,16,11,3
2018-04-10,237,12,1 of 2,15878,Ladd,Holz Shale,"Turonian, Campanian",2.5,NA,0.7,0.8,0.3,0.2,4.5,30,10,30,0
2018-04-03,237,12,1 of 4,"10084, 29178",Ladd,Holz Shale,"Turonian, Campanian",2.5,NA,0.4,1.2,0.4,0.1,4.6,12,4,0,0
2018-04-10,237,12,2 of 2,10086,Ladd,Holz Shale,"Turonian, Campanian",2.1,NA,0,1.1,0.3,0,3.5,21,8,3,6
2018-04-03,237,12,2 of 4,"10087, 10088, 10085, 29179",Ladd,Holz Shale,"Turonian, Campanian",2.8,NA,0.3,1.6,0.3,0.1,5.1,30,13,13,7
2018-04-17,238,07,2 of 4,8173,Ladd,Upper Holz Shale,Campanian,2.4,NA,0,0.7,0.6,0,3.6999999999999997,25,2,23,0
2018-04-11,238,11,1 of 3,"21526, 21527, 21528, 21531, 21533, 20666",Ladd,,Campanian,3.9,NA,0.1,1.6,NA,0.1,5.7,19,10,2,7
2018-04-12,238,11,2 of 3,"21536, 158",Ladd,Holz Shale,Campanian,27.3,NA,0.1,1.4,0.3,0.2,29.3,11,5,2,1
2018-04-12,238,11,3 of 3,158,Ladd,Holz Shale,Campanian,5,NA,0.2,1.4,0.4,0.1,7.1,24,8,23,1
2018-04-12,238,12,1 of 3,22949,Ladd,Upper Holz Shale,Campanian,1.9,NA,0.1,1.8,0.2,0.6,4.6,8,5,8,0
2018-04-12,238,12,2 of 3,22949,Ladd,Upper Holz Shale,Campanian,2.3,NA,NA,0.7,0.8,NA,3.8,26,5,25,0
2018-04-13,238,12,3 of 3,22949,Ladd,Upper Holz Shale,Campanian,4.4,NA,0.6,0.8,0.6,0.1,6.5,34,20,33,1
2017-10-10,240,12,1 of 4,10105,Williams,Pleasants Sandstone,Campanian,6.2,0.8,0.5,3.8,0.5,0.5,12.3,12,12,0,5
2017-10-11,240,12,2 of 4,10105,Williams,Pleasants Sandstone,Campanian,4.4,0.3,0.4,1.2,0.4,0.4,7.1000000000000005,34,28,6,2
2017-10-11,240,12,3 of 4,10105,Williams,Pleasants Sandstone,Campanian,3.6,0.3,0.5,0.7,0.5,0.5,6.1,33,28,3,3
2017-10-12,240,12,4 of 4,10105,Williams,Pleasants Sandstone,Campanian,10.3,0.4,0.9,1.9,0.6,0.4,14.5,16,14,16,1
2018-04-18,241,03,1 of 4,27200,Williams,Schulz Ranch,Campanian,3.4,NA,0.2,0.9,NA,0.1,4.6,22,12,6,7
2018-04-19,241,03,2 of 4,27200,Williams,Schulz Ranch,Campanian,4.4,NA,0.1,NA,0.4,0.1,5,11,8,5,0
2018-04-19,241,03,3 of 4,"10719, 27199",Williams,,Campanian,2.9,NA,0.3,0.8,0.8,0.8,5.6,36,23,9,10
2017-10-11,241,05,1 of 3,10877,Williams,Pleasants Sandstone,Campanian,3.6,0.9,0.6,1.8,0.3,0.3,7.5,33,30,8,11
2018-05-12,241,08,1 of 2,22415,Williams,,Campanian,3,0.1,0.3,1,0.3,0.1,4.8,15,10,5,0
2018-05-12,241,08,2 of 2,22415,Williams,,Campanian,1.5,NA,NA,0.4,0.4,NA,2.3,13,1,5,8
2018-05-11,241,09,1 of 2,22415,Williams,Pleasants Sandstone,Campanian,4.3,NA,0.3,1.4,1.1,NA,7.1,14,12,5,0
2018-05-12,241,09,1 of 2,22415,Williams,,Campanian,2.5,NA,NA,0.7,0.8,NA,4,6,6,0,0
2018-05-11,241,09,2 of 2,22415,Williams,Pleasants Sandstone,Campanian,1.8,NA,NA,0.4,0.1,NA,2.3000000000000003,34,15,10,0
2018-05-12,241,09,2 of 2,22415,Williams,,Campanian,5,NA,NA,0.8,0.4,NA,6.2,4,2,0,0
2018-05-12,241,11,1 of 3,22415,Williams,Pleasants Sandstone,Campanian,13,NA,NA,0.7,0.4,NA,14.1,23,6,10,2
2018-05-11,241,11,2 of 3,22415,Williams,Pleasants Sandstone,Campanian,5,NA,0.3,1.8,0.6,0.1,7.8,18,11,11,5
2018-05-12,241,11,3 of 3,22415,Williams,,Campanian,1.6,NA,0.2,0.6,0.2,0.1,2.7,23,13,6,6
2018-05-12,241,12,1 of 2,22415,Williams,Pleasants Sandstone,Campanian,4.6,NA,0.1,1.2,0.1,0.1,6.1,13,12,6,3
2018-05-12,241,12,1 of 3,22415,Williams,Pleasants Sandstone,Campanian,3,NA,0.2,0.7,0.2,0.1,4.2,25,10,13,4
2018-05-15,241,12,2 of 2,22415,Williams,Pleasants Sandstone,Campanian,2.5,NA,NA,1.2,0.3,NA,4,6,2,5,0
2018-03-04,243,03,1 of 2,"10934, 17871",Ladd,,"Turonian, Coniacian",1.9,NA,NA,0.5,0.2,NA,2.6,5,0,1,0
2018-03-04,243,03,2 of 2,10934,Ladd,,"Turonian, Coniacian",1.1,NA,0.1,0.7,0.3,0.1,2.3,18,5,7,1
2018-11-30,244,05,1 of 2,15789,Chico,,"Santonian, Campanian",1.2,NA,NA,1.1,0.3,NA,2.6,24,0,24,0
2018-11-30,244,05,2 of 2,"15790, 15789",Chico,,"Santonian, Campanian",0.8,NA,NA,0.8,0.4,NA,2,12,0,12,0
2018-11-30,244,06,2 of 3,15792,Chico,,"Santonian, Campanian",1.2,NA,NA,1.2,0.1,0.1,2.6,37,13,34,0
2018-11-30,244,06,3 of 3,15792,Chico,,"Santonian, Campanian",1.5,NA,NA,1,0.3,NA,2.8,30,0,30,0
2018-11-30,244,06,1 of 3,15792,Chico,,"Santonian, Campanian",1.5,NA,NA,1,0.3,NA,2.8,30,0,30,0
2017-09-27,245,02,1 of 3,"10709, 10710",Chatsworth,,Campanian,3.3,2,0.7,1.3,1.3,0.7,9.3,23,19,2,10
2017-09-27,245,02,2 of 3,10710,Chatsworth,,Campanian,3.3,1.3,0.7,1.3,1.3,0.7,8.6,23,19,5,4
2017-09-27,245,02,3 of 3,10709,Chatsworth,,Campanian,3.2,2.1,1.1,1.1,2.1,1.1,10.700000000000001,14,7,0,6
2018-01-31,255,05,1 of 4,"21190, 21193",San Francisquito,,Maastrichtian,4.3,0.2,0.1,2.1,0.7,0,7.3999999999999995,21,8,7,6
2018-01-09,255,08,1 of 3,10663,Moreno,Tierra Loma Sandstone,Maastrichtian,2.4,0.8,0.1,1.2,0.6,0.2,5.3,25,16,5,5
2018-01-11,255,08,2 of 3,10664,Moreno,Tierra Loma Sandstone,Maastrichtian,3.3,0.3,0.6,1.3,0.3,0.1,5.8999999999999995,18,11,7,5
2018-01-11,255,08,3 of 3,"10662, 10665",Moreno,Tierra Loma Sandstone,Maastrichtian,2.5,NA,0.8,0.9,0.6,0.5,5.3,18,12,4,12
2018-01-04,255,09,1 of 4,26345,Moreno,Tierra Loma Sandstone,Maastrichtian,3.8,0.7,0.3,1,0.4,0.3,6.5,32,26,9,9
2018-01-06,255,09,2 of 4,26345,Moreno,Tierra Loma Sandstone,Maastrichtian,2.2,1.1,0.6,1,NA,1.1,6,9,9,4,2
2018-01-06,255,09,3 of 4,26343,Moreno,Tierra Loma Sandstone,Maastrichtian,3.8,0.7,0.3,1.2,0.4,0.3,6.699999999999999,16,13,2,10
2018-01-06,255,09,4 of 4,"10666, 10670",Moreno,Tierra Loma Sandstone,Maastrichtian,2.9,0.8,0.3,1,0.5,0.4,5.9,21,16,3,13
2018-01-04,255,10,1 of 2,"10667, 10668",Moreno,Tierra Loma Sandstone,Maastrichtian,5.4,1.8,0.4,1.2,0.4,0.4,9.6,25,27,7,12
2018-01-04,255,10,2 of 2,"10661, 10669",Moreno,,Maastrichtian,3,0.6,0.3,1.4,0.6,0.3,6.2,15,12,7,5
2017-10-21,255,11,2 of 3,"26347, 23648",Moreno,Mercy Sandstone,Maastrichtian,3.8,0.8,0.5,2.5,1.2,0.4,9.2,24,15,0,0
2017-12-22,255,11,3 of 3,8147,Moreno,Tierra Loma Sandstone,Maastrichtian,6,0.7,0.3,2.1,0.6,0.5,10.2,35,38,22,5
2017-12-19,255,12,1 of 3,10679,Moreno,Tierra Loma Sandstone,Maastrichtian,3.5,0.3,0.3,1.2,NA,0.7,6,13,14,2,2
2017-12-20,255,12,2 of 3,"10682, 10681, 10926",Moreno,Tierra Loma Sandstone,Maastrichtian,5.2,0.4,0.2,1.7,NA,0.7,8.2,23,16,5,9
2017-12-20,255,12,3 of 3,10680,Moreno,Tierra Loma Sandstone,Maastrichtian,3.8,0.6,0.4,1,NA,0.6,6.3999999999999995,24,23,6,11
2018-02-07,256,04,1 of 2,21578,San Francisquito,,Maastrichtian,2.7,1.9,0.4,1.1,0.5,0.1,6.7,11,6,4,1
2018-01-31,256,05,1 of 2,"21389, 21815",San Francisquito,,Maastrichtian,NA,0.5,0.7,1.4,0.6,0.4,3.5999999999999996,25,14,7,8
2018-01-17,256,07,1 of 3,26346,Moreno,Tierra Loma Sandstone,Maastrichtian,3.5,NA,0.6,0.9,0.3,0.4,5.7,34,24,17,5
2018-01-17,256,07,2 of 3,26536,Moreno,,Maastrichtian,3.3,NA,0,1.1,0.3,0,4.7,18,11,18,0
2018-01-18,256,07,3 of 3,26356,Moreno,Quinto B,Maastrichtian,2.7,NA,0.4,1.4,0.2,0.2,4.9,11,5,11,0
2018-01-18,256,08,1 of 3,22661,Moreno,Quinto B,Maastrichtian,3.3,NA,NA,0.5,0.5,NA,4.3,9,9,0,0
2018-01-18,256,08,2 of 3,22661,Moreno,Quinto B,Maastrichtian,3,0.5,NA,1,0.5,NA,5,10,7,1,0
2018-01-18,256,08,3 of 3,,Moreno,,Maastrichtian,6.4,NA,0.2,1.7,0.4,0.2,8.9,28,15,20,0
2018-01-12,256,09,1 of 4,10685,Moreno,Los Banos Creek,Maastrichtian,2.5,0.5,0.4,0.8,0.5,0.4,5.1,12,17,3,8
2018-01-19,256,09,1 of 4,"10674, 10675",Moreno,Quinto B,Maastrichtian,5,0.4,NA,2,0.6,2,10,24,16,15,7
2018-01-24,256,09,2 of 4,"10672, 10673",Moreno,Quinto B,Maastrichtian,5.5,0.9,0.2,2.2,0.4,0.2,9.4,11,8,3,7
2018-01-25,256,09,3 of 4,10678,Moreno,Quinto B,Maastrichtian,3.8,0.8,NA,1.5,0.5,0.9,7.5,12,8,4,9
2018-01-26,256,09,4 of 4,10676,Moreno,,Maastrichtian,4.5,1,0.2,1.7,0.6,1.8,9.8,10,8,3,6
2018-01-17,256,09,4 of 4,26638,Moreno,Quinto B,Maastrichtian,4.3,NA,0.1,1.5,0.3,0.1,6.3,7,5,17,0
2018-01-11,256,10,2 of 4,10685,Moreno,Quinto B,Maastrichtian,4.5,0.5,0.5,1.2,0.5,0.3,7.5,20,20,3,5
2018-01-16,256,10,3 of 4,26342,Moreno,Quinto B,Maastrichtian,4.1,NA,0.5,1.2,0.2,0.5,6.5,29,22,17,4
2018-01-26,256,11,1 of 2,"26341, 26347",Moreno,Mercy Sandstone,Maastrichtian,5.5,0.3,0.2,1.3,0.5,0.3,8.1,19,12,9,9
2018-01-26,256,11,2 of 3,27176,Moreno,,Maastrichtian,3.6,NA,0.1,2.3,0.5,0.2,6.7,21,8,15,2
2018-01-26,256,12,1 of 3,8184,Moreno,Garzas Sandstone,Maastrichtian,3.8,NA,0.2,2,0.5,0.4,6.8999999999999995,12,10,11,0
2018-01-27,256,12,2 of 3,"10694, 10683",Moreno,,Maastrichtian,3.5,0.2,0.2,1.7,0.5,0.2,6.3,9,6,5,4
2018-01-27,256,12,3 of 3,"8152, 8153",Moreno,,Maastrichtian,3,0.3,0.1,0.7,0.3,0.1,4.5,15,8,15,0
2018-04-26,260,10,1 of 2,6248,Jalama,,Campanian,3.7,NA,NA,NA,0.3,0.1,4.1000000000000005,18,13,4,3
2018-04-25,260,10,2 of 2,6248,Jalama,,Campanian,5,NA,NA,0.8,0.8,NA,6.6,6,6,0,6
2018-04-25,260,11,1 of 3,6243,Jalama,,Campanian,3.2,NA,0.7,0.8,0.7,0.2,5.6000000000000005,28,19,6,12
2018-04-25,260,11,2 of 3,6243,Jalama,,Campanian,3.8,1.5,0.1,0.8,0.5,0.1,6.8,8,9,0,0
2018-04-26,262,07,1 of 4,"24111, 24110",Jalama,,"Campanian, Maastrichtian",7.8,NA,0.4,0.7,2.1,0.2,11.2,46,49,9,15
2018-04-26,262,07,3 of 4,"24108, 24109, 24110, 24112",Jalama,,"Campanian, Maastrichtian",2.6,NA,0.3,1.3,0.4,0.7,5.3,46,35,5,34
2018-01-03,264,04,1 of 2,"26357, 26358",Moreno,,Maastrichtian,5.8,0.7,0.3,1.5,0.7,0.4,9.4,13,13,1,8
2017-12-13,264,04,1 of 3,"26351, 26352, 26353",Moreno,Garzas Sandstone,Maastrichtian,4,NA,0.2,1,NA,0.5,5.7,30,22,9,7
2017-12-15,264,07,1 of 2,"23814, 23812, 26469",Chatsworth,Lang Ranch,Maastrichtian,3.4,0.4,1.2,1.7,NA,0.4,7.1,35,40,0,10
2017-12-15,264,07,2 of 2,"23813, 23815",Chatsworth,Lang Ranch,Maastrichtian,4,1.3,1.5,1.3,NA,0.3,8.4,45,33,17,3
2017-12-21,265,11,1 of 3,"26344, 27170, 27171",Moreno,Tierra Loma Sandstone,Maastrichtian,3.6,0.3,0.2,0.5,NA,0.3,4.9,33,25,10,14
2018-09-16,274,01,1 of 2,1215,Rosario,Arroyo Santa Catarina,"Campanian, Maastrichtian",1.8,NA,NA,1.2,0.5,NA,3.5,17,0,9,5
2018-09-17,274,01,2 of 2,1215,Rosario,Arroyo Santa Catarina,"Campanian, Maastrichtian",4,NA,NA,1,1.8,NA,6.8,5,2,2,2
2018-09-17,274,02,1 of 2,"2852, 1474",Rosario,,"Campanian, Maastrichtian",2.7,NA,0.2,1.7,0.4,0.2,5.2,45,26,24,14
2018-08-01,274,02,1 of 3,2852,Rosario,Santa Catarina,"Campanian, Maastrichtian",3.6,NA,0.3,1.5,0.3,0.1,5.8,33,26,14,13
2018-08-22,274,02,2 of 2,2852,Rosario,Santa Catarina,"Campanian, Maastrichtian",2.3,NA,NA,0.9,0.2,NA,3.4,26,12,13,0
2018-10-09,274,03,1 of 2,2852,Rosario,Arroyo Santa Catarina,"Campanian, Maastrichtian",3.6,NA,0.1,0.7,0.5,0.2,5.1,42,19,35,2
