date,LOC_cabinet,LOC_drawer,LOC_tray,LOC_locality,LOC_unit,LOC_subunit,LOC_age,TIME_idRehouse,TIME_count,TIME_paint,TIME_catalog,TIME_labels,TIME_number,LOTS_st,LOTS_tx,LOTS_uncataloged,ID_genusChange,ID_speciesChange,ID_sp,ID_rank-up,ID_rank-down,ID_new,REHOUSE_box3x1.5,REHOUSE_box3x3,REHOUSE_box3x4,REHOUSE_box3x6,REHOUSE_box4x6,REHOUSE_box6x6,REHOUSE_plastic3x3,REHOUSE_plastic6x6,REHOUSE_vial7dr,REHOUSE_vial3dr,REHOUSE_vial1dr
2018-05-04,203,02,3 of 3,42423,Redding,,Turonian,0.17,,,0.08,0.08,,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
2018-06-14,203,03,1 of 2,"10904, 10789",Redding,,Turonian,0.17,,0.08,0.08,0.03,,4,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0
2018-06-14,203,04,1 of 2,25466,Redding,,Turonian,1.0,,0.25,0.8,,0.1,33,0,1,0,0,0,0,0,30,0,0,0,0,0,1,0,0,10,3,5
2018-06-14,203,04,2 of 2,26054,Redding,,Turonian,0.33,,,0.5,0.17,,27,0,1,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
2018-04-13,203,05,1 of 3,24653,Redding,,Turonian,3.25,,0.33,0.55,0.33,0.33,67,1,0,0,0,0,0,0,50,4,2,0,0,0,0,0,0,15,0,6
2018-04-13,203,05,2 of 3,24653,Redding,,Turonian,2.5,0.25,0.25,0.55,0.5,0.5,49,0,1,14,4,0,2,0,23,4,1,2,0,1,1,0,0,0,0,0
2018-04-17,203,05,3 of 3,24649,Redding,,Turonian,2.0,,0.08,0.75,0.18,0.04,22,0,0,0,0,0,1,9,8,0,1,1,0,0,0,0,0,0,3,10
2018-04-27,203,06,1 of 4,10778,Redding,,Turonian,1.0,,,0.4,,,18,0,0,0,0,0,0,1,17,0,0,1,1,0,0,0,0,0,0,0
2018-04-27,203,06,2 of 4,10778,Redding,,Turonian,1.0,,0.07,0.38,0.33,0.17,48,1,0,0,0,0,0,1,42,1,0,0,1,0,0,0,0,3,1,6
2018-05-02,203,06,3 of 4,10778,Redding,,Turonian,1.25,,0.07,0.8,0.6,0.08,60,0,0,0,0,0,0,2,54,3,3,0,1,0,0,0,0,1,0,1
2018-05-02,203,06,4 of 4,10778,Redding,,Turonian,1.25,0.24,0.017,0.16,0.25,0.017,12,0,1,0,0,0,0,0,9,0,1,1,0,2,4,0,0,1,0,0
2018-06-15,203,08,1 of 4,27230,Redding,,Turonian,0.5,,,0.25,0.08,,21,0,2,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
2018-06-15,203,08,2 of 4,27229,Redding,,Turonian,0.5,,,0.3,0.12,,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
2018-06-15,203,08,2 of 4,27229,Redding,,Turonian,0.5,,0.03,0.17,0.08,0.016,11,0,1,0,0,0,0,0,11,0,0,0,0,1,0,0,0,1,0,0
2018-06-15,203,08,3 of 4,27233,Redding,,Turonian,0.75,,0.017,0.55,0.17,0.03,3,0,1,0,0,0,0,0,33,0,0,1,0,0,0,0,0,0,0,0
2018-06-15,203,08,4 of 4,27231,Redding,,Turonian,0.2,,,0.07,0.03,,6,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2018-06-15,203,09,1 of 2,12540,Redding,,Turonian,0.25,,,0.2,0.03,,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2018-06-15,203,09,2 of 2,12540,Redding,,Turonian,0.25,,,0.24,0.08,,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2018-06-15,203,10,1 of 2,26060,Redding,,Turonian,0.6,,0.08,0.5,0.5,,26,0,1,0,0,0,0,0,26,1,1,1,0,0,0,0,0,2,0,0
2018-06-15,203,10,2 of 2,26062,Redding,,Turonian,0.3,,,0.3,0.3,,15,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0
2018-06-16,203,11,1 of 1,26061,Redding,,Turonian,0.52,,0.08,0.75,0.08,,23,0,1,0,0,0,0,0,23,0,1,0,0,0,1,0,0,1,0,1
2018-06-16,203,12,1 of 2,26063,Redding,,Turonian,0.4,,,0.3,0.5,,16,1,1,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0
2018-06-16,203,12,2 of 2,26063,Redding,,Turonian,0.3,,,0.16,0.08,,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
2018-04-19,204,02,1 of 3,"10774, 2329",Redding,,Turonian,0.35,,0.04,0.5,0.16,0.25,16,0,2,2,0,0,3,1,1,0,3,0,0,0,0,0,0,1,4,3
2018-04-19,204,02,2 of 3,10775,Redding,,Turonian,1.0,,0.04,0.33,0.16,0.16,22,0,0,1,0,0,2,0,7,0,1,0,1,0,0,0,0,4,2,3
2018-04-19,204,02,3 of 3,"10776, 10777",Redding,,Turonian,1.0,,0.07,1.0,0.25,0.16,27,0,0,2,1,0,4,0,8,0,0,1,0,2,0,0,0,4,0,5
2018-04-20,204,03,1 of 3,"10771, 10908",Redding,,"Turonian, Santonian",0.8,,0.05,0.4,0.17,0.04,22,3,1,2,1,0,4,0,13,2,0,1,0,0,0,0,0,5,2,5
2018-04-20,204,03,2 of 3,"10771, 10908",Redding,,"Turonian, Santonian",0.8,,0.1,0.4,0.17,0.05,22,3,1,2,1,0,4,0,13,2,0,1,0,0,0,0,0,5,2,5
2018-04-20,204,03,3 of 3,10773,Redding,,"Turonian, Santonian",1.25,,0.25,0.48,0.38,0.4,23,0,1,1,0,0,8,0,9,0,1,0,0,0,0,2,0,0,5,13
2018-04-24,204,04,1 of 4,10769,Redding,,Turonian,0.6,,0.16,0.27,0.18,0.25,23,0,0,5,0,0,4,0,4,1,0,0,0,0,0,0,0,5,1,3
2018-04-24,204,04,2 of 4,10810,Redding,,Turonian,1.0,,0.33,0.38,0.33,0.4,35,0,1,4,0,0,5,4,10,0,0,0,2,0,1,0,0,12,4,9
2018-04-25,204,04,3 of 4,10772,Redding,,Turonian,0.8,,0.16,0.33,0.18,0.08,26,3,1,1,0,0,3,2,5,2,1,2,1,0,0,0,0,8,2,5
2018-04-25,204,04,4 of 4,"10768, 10769",Redding,,Turonian,0.6,,0.12,0.32,0.45,0.08,29,0,0,2,2,0,5,2,7,0,0,0,0,1,0,0,0,8,7,4
2018-04-26,204,05,1 of 4,10759,Redding,,Turonian,0.75,,0.5,0.75,0.17,0.25,35,0,0,3,1,0,8,1,10,0,0,0,0,0,0,0,0,9,4,11
2018-04-26,204,05,2 of 4,10764,Redding,,Turonian,0.9,,,,0.25,0.25,36,1,0,5,0,0,2,1,13,0,1,0,0,0,0,0,0,9,5,5
2018-04-26,204,05,3 of 4,10763,Redding,,Turonian,0.8,,0.35,0.38,0.17,0.08,29,2,0,6,0,0,7,2,5,2,2,0,0,0,1,0,0,4,8,7
2018-04-26,204,05,4 of 4,"10760, 10862",Redding,,Turonian,0.58,,0.25,0.25,0.1,0.08,23,1,0,6,0,0,6,0,7,1,0,1,0,0,0,0,1,3,2,2
2018-05-03,204,06,1 of 4,"10762, 10767",Redding,,Turonian,0.6,,0.17,0.58,1.4,0.17,26,1,0,2,0,0,4,2,9,1,0,0,0,0,1,0,0,11,1,3
2018-05-03,204,06,2 of 4,10761,Redding,,Turonian,0.25,,0.03,0.25,0.08,,7,1,0,0,0,0,3,0,4,0,1,0,0,0,0,0,0,0,2,0
2018-05-03,204,06,3 of 4,10761,Redding,,Turonian,0.25,,0.03,0.1,0.03,0.016,8,2,0,0,0,0,2,0,8,1,1,1,0,1,0,0,0,1,0,1
2018-05-03,204,06,4 of 4,10761,Redding,,Turonian,0.25,,,0.03,0.017,,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2018-05-04,204,07,1 of 2,12539,Redding,,Turonian,0.8,,,0.4,0.17,,34,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0
2018-05-04,204,07,2 of 2,10789,Redding,,Turonian,1.0,,0.3,0.35,1.4,0.3,35,1,1,1,1,0,4,1,17,2,1,0,0,0,1,0,0,7,7,12
2018-06-12,204,08,1 of 3,10740,Redding,,"Turonian, Santonian",1.0,,0.25,1.0,0.18,0.08,31,0,1,3,0,0,2,4,17,0,0,0,0,0,0,0,0,4,2,11
2018-06-12,204,08,2 of 3,10738,Redding,,"Turonian, Santonian",1.0,,0.04,0.5,0.18,0.04,27,1,1,5,5,0,1,0,10,1,0,0,0,0,1,0,0,3,3,3
2018-06-12,204,08,3 of 3,"10738, 10739, 10740, 28714 ",Redding,,"Turonian, Santonian",0.33,,0.03,0.33,0.09,0.03,18,0,0,2,3,0,0,2,11,0,0,0,0,0,0,0,0,2,0,0
2018-06-13,204,09,1 of 3,10738,Redding,,"Turonian, Santonian",0.5,,,0.25,0.07,,7,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0
2018-06-13,204,09,2 of 3,10738,Redding,,"Turonian, Santonian",0.5,,0.016,0.5,0.1,0.016,21,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0
2018-06-13,204,09,3 of 3,10738,Redding,,"Turonian, Santonian",0.75,,0.08,1.0,0.25,0.08,47,3,0,0,0,0,0,0,50,0,1,0,0,0,0,0,0,0,1,0
2018-06-13,204,10,1 of 3,10738,Redding,,"Turonian, Santonian",0.4,,0.08,0.4,0.1,0.016,24,0,1,0,0,0,0,0,24,0,0,0,0,0,0,0,0,2,0,1
2018-06-13,204,10,2 of 3,10738,Redding,,"Turonian, Santonian",1.08,,0.03,0.8,0.33,0.016,41,0,0,0,0,0,0,0,41,0,1,0,2,0,1,0,0,2,0,0
2018-06-13,204,10,3 of 3,10738,Redding,,"Turonian, Santonian",1.5,,0.08,1.0,1.0,0.016,54,0,0,2,0,0,0,0,49,0,1,0,1,1,0,0,0,2,0,1
2018-06-14,204,11,1 of 1,24214,Redding,,Turonian,1.5,,0.5,1.0,0.2,0.17,49,0,0,4,0,0,2,10,19,0,3,1,0,1,0,0,0,15,4,13
2018-06-16,205,01,1 of 3,24658,Redding,,Turonian,0.5,,0.05,0.58,0.1,0.07,24,0,1,2,0,0,2,2,5,0,0,0,0,0,0,0,0,3,6,8
2018-06-16,205,01,2 of 3,10818,Redding,,Turonian,0.5,,,0.45,0.08,,20,1,1,0,0,0,0,0,13,0,0,0,1,0,1,0,0,0,0,0
2018-05-01,205,01,3 of 3,"10815, 10814, 10867",Redding,,Turonian,1.25,,0.25,0.38,0.33,0.4,24,9,0,8,6,1,0,1,10,9,0,1,0,0,0,0,0,13,3,12
2018-06-16,205,02,1 of 2,29929,Redding,,Turonian,0.17,,,0.15,0.04,,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
2018-06-16,205,02,2 of 2,"24651, 24105",Redding,,Turonian,0.75,,0.17,0.25,0.12,0.25,28,3,1,2,0,0,1,2,17,0,0,0,0,0,0,0,0,7,3,8
2018-06-19,205,03,1 of 3,24652,Redding,,"Turonian, Santonian",1.0,,0.25,0.8,0.17,0.17,52,0,1,2,0,0,2,1,39,0,0,1,0,0,0,0,0,12,4,2
2018-06-19,205,03,2 of 3,"24649, 24650",Redding,,"Turonian, Santonian",0.3,,0.08,0.19,0.08,,14,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,8,0,2
2018-06-16,205,03,3 of 3,"10915, 10916, 10917",Redding,,"Turonian, Santonian",0.45,,,0.25,0.05,,13,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0
2018-06-16,205,04,2 of 2,24654,Redding,,Turonian,0.5,,0.08,0.33,0.05,0.03,16,1,0,6,0,0,0,1,5,0,0,0,0,0,0,0,0,6,3,3
2018-06-20,205,05,3 of 4,10728,Redding,,"Turonian, Santonian",0.6,,0.17,0.55,0.1,0.17,29,6,0,2,1,0,1,1,21,1,2,0,0,0,0,0,0,5,3,12
2018-06-20,205,05,4 of 4,"10726, 10727",Redding,,"Turonian, Santonian",1.17,,0.25,0.6,0.2,0.25,39,1,0,2,0,0,8,1,14,1,1,1,0,0,0,0,0,10,4,13
2018-05-04,205,05,2 of 4,"10729, 10730",Redding,,"Turonian, Santonian",1.75,0.5,0.35,0.5,0.33,0.17,31,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-02,205,05,1 of 4,10808,Redding,,"Turonian, Santonian",1.6,,0.1,0.33,0.33,0.25,23,7,0,7,0,0,9,2,8,8,0,0,0,0,0,0,0,9,3,4
2017-10-06,205,06,1 of 2,10735,Redding,,Turonian,1.5,0.75,0.25,0.5,0.5,0.25,22,4,0,6,2,0,3,0,6,4,0,2,1,1,2,3,0,8,7,2
2018-06-22,205,06,2 of 3,"10736, 10737",Redding,,Turonian,1.0,,0.25,0.6,0.17,0.3,40,4,0,0,0,0,16,0,13,2,1,1,0,0,1,0,0,9,10,8
2018-06-22,205,06,3 of 3,10733,Redding,,Turonian,0.85,,0.17,0.8,0.17,0.17,37,2,1,1,0,0,8,0,19,1,1,0,0,0,1,0,0,6,1,7
2018-06-22,205,09,1 of 4,"10747, 10785, 10748",Redding,,Turonian,0.75,,0.25,0.4,0.15,0.3,30,1,0,4,0,0,2,3,9,1,0,0,0,0,0,0,0,10,4,8
2018-06-22,205,09,2 of 4,10746,Redding,,Turonian,0.74,,0.09,0.3,0.09,0.09,28,0,0,2,1,0,2,8,7,0,1,0,0,0,0,0,0,5,6,9
2018-06-22,205,09,3 of 4,10749,Redding,,Turonian,1.0,,0.08,0.5,0.2,0.03,34,0,0,2,0,0,0,4,24,0,1,1,1,0,0,0,0,3,2,0
2018-06-22,205,09,4 of 4,"10744, 10745",Redding,,Turonian,0.75,,0.17,0.5,0.17,0.09,33,0,1,3,0,0,1,4,17,0,0,0,0,0,0,0,0,9,3,11
2018-07-03,205,10,1 of 2,24213,Redding,,"Turonian, Coniacian",0.8,,0.08,0.5,0.1,0.25,29,2,0,2,1,0,3,3,15,0,2,0,0,0,0,0,0,8,5,6
2018-07-03,205,10,2 of 2,"12566, 26053, 25487",Redding,,"Turonian, Coniacian",0.25,,,0.25,0.04,,10,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0
2018-07-05,205,11,1 of 4,10754,Redding,,Turonian,1.08,,0.25,1.33,0.16,0.09,39,2,0,0,0,0,0,0,36,2,0,0,0,0,0,0,0,10,0,0
2018-07-05,205,11,2 of 4,25421,Redding,,Turonian,2.0,,,0.75,0.17,0.14,44,0,1,0,0,0,0,0,44,0,0,0,0,0,0,0,0,15,0,5
2018-07-05,205,11,3 of 4,25421,Redding,,Turonian,1.0,,0.5,1.75,,0.09,29,0,1,0,0,0,0,0,20,0,1,1,1,1,0,0,0,6,2,2
2018-07-05,205,11,4 of 4,25421,Redding,,Turonian,1.17,,0.25,1.75,0.17,0.27,44,4,0,2,0,0,0,0,35,2,0,0,0,0,0,0,0,14,6,19
2018-07-06,205,12,1 of 3,10754=25421,Redding,,Turonian,0.6,,,0.6,,,26,0,0,1,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1
2018-07-05,205,12,2 of 3,10754=25421,Redding,,Turonian,0.17,,,0.17,0.03,,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2018-07-07,205,12,3 of 3,10754=25421,Redding,,Turonian,0.6,,0.19,0.5,0.25,0.19,27,1,0,2,1,0,1,4,15,1,0,1,0,0,1,0,0,7,4,5
2018-06-26,206,01,1 of 1,15802,Redding,,Turonian,0.3,,,0.17,0.016,,10,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2017-09-29,206,02,1 of 2,"10742, 10743",Redding,Frazier Siltstone,Turonian,4.0,0.5,0.25,0.5,0.5,0.25,38,3,0,10,3,0,2,14,0,3,0,2,0,1,0,4,0,8,9,12
2018-06-26,206,03,1 of 3,15803,Redding,,Turonian,0.25,,0.016,0.09,0.016,0.016,6,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0
2018-06-26,206,03,2 of 3,"10765, 10766",Redding,,Turonian,0.4,,0.08,0.25,0.3,,21,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0,5,1,0
2018-06-26,206,03,3 of 3,24655,Redding,,Turonian,0.27,,0.016,0.17,,0.016,7,0,5,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0
2018-06-27,206,04,1 of 2,15839,Redding,,"Turonian, Santonian",1.0,,0.25,0.5,0.09,,30,0,4,1,0,0,0,1,24,0,0,0,0,0,0,0,0,8,3,9
2018-06-27,206,04,1 of 2,28802,Redding,,"Turonian, Santonian",0.3,,,0.17,0.016,,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2018-06-29,206,06,1 of 3,24365,Redding,,Turonian,1.0,,0.08,0.17,0.25,0.15,28,0,1,0,0,0,0,3,25,0,0,0,0,0,0,0,0,8,1,2
2018-06-27,206,05,3 of 3,"24210, 24211",Redding,,"Turonian, Coniacian",0.35,,0.17,0.25,0.3,0.15,28,0,1,5,2,0,2,6,11,0,0,0,0,0,0,0,0,8,7,3
2018-06-27,206,05,2 of 3,24212,Redding,,Turonian,0.7,,0.17,0.25,0.25,,23,1,0,2,0,0,3,3,8,1,0,0,2,0,0,0,0,5,2,3
2018-06-29,206,06,1 of 3,24365,Redding,,Turonian,2.5,,0.25,1.0,0.27,0.3,63,3,3,3,0,0,10,5,37,4,1,0,0,0,0,0,0,20,9,3
2018-06-30,206,06,2 of 3,24365,Redding,,Turonian,,,,0.25,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,206,06,2 of 3,24365,Redding,,Turonian,1.0,,0.016,0.5,0.3,0.016,52,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,1,0,0
2018-06-30,206,06,2 of 3,24365,Redding,,Turonian,,,,0.25,,,,,,,,,,,,,,,,,,,,,,
2018-06-28,206,06,3 of 3,24365,Redding,,Turonian,0.75,,0.17,0.26,0.3,0.03,35,0,2,0,0,0,0,1,33,0,0,0,0,0,0,0,0,0,0,0
2018-07-06,206,08,1 of 3,"10750, 10751",Redding,,"Turonian, Coniacian, Santonian",0.5,,,1.0,0.33,0.07,20,0,1,3,1,0,2,3,4,0,1,0,0,0,0,0,0,3,3,8
2018-07-06,206,08,2 of 3,"10752, 10753",Redding,,"Turonian, Coniacian, Santonian",0.6,,0.08,0.5,0.25,0.08,28,2,0,10,2,0,2,7,3,2,0,0,0,0,0,0,0,7,4,7
2018-07-06,206,09,1 of 1,15736,Redding,,Turonian,0.75,,,0.52,0.5,0.08,36,2,1,1,0,0,0,0,35,1,1,0,1,0,0,0,0,6,2,5
2018-07-12,213,02,1 of 3,"15871, 24331",Redding,,"Turonian, Coniacian, Santonian",0.33,,,0.19,0.08,,16,0,2,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2018-07-12,213,02,2 of 3,"28721, 28718",Redding,,"Turonian, Coniacian, Santonian",0.75,,0.04,0.3,0.08,0.03,18,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,4,0,1
2018-07-12,213,02,3 of 3,"24321, 28720",Redding,,"Turonian, Coniacian, Santonian",0.4,,0.02,0.25,0.07,0.016,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,2,0,0
2018-07-12,213,07,1 of 1,15754,Redding,,Santonian,1.33,,0.09,0.6,0.17,0.17,37,2,2,0,0,0,0,0,38,5,1,0,0,0,0,0,0,11,2,1
2018-07-12,213,08,1 of 2,26005,Redding,,"Turonian, Santonian",0.08,,0.05,0.08,0.03,,6,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2018-07-12,213,08,2 of 2,26005,Redding,,"Turonian, Santonian",0.8,,,0.33,0.08,0.03,23,0,0,23,0,0,0,0,23,0,1,0,1,0,0,0,0,4,0,0
2018-07-13,213,10,1 of 2,24105,Redding,,"Turonian, Santonian",0.55,,0.2,0.4,0.09,0.03,24,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,6,2,1
2018-07-13,213,10,2 of 2,26004,Redding,,"Turonian, Santonian",0.1,,,0.03,,,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
2018-07-14,213,11,1 of 2,24078,Redding,,"Turonian, Coniacian, Santonian",0.6,,0.08,0.25,0.08,0.09,17,0,0,0,0,0,0,0,17,0,1,0,0,0,3,0,0,4,3,3
2018-07-14,213,11,2 of 2,"24223, 28726, 28727, 24323",Redding,,"Turonian, Coniacian, Santonian",0.4,,0.08,0.3,0.03,0.04,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,1,2
2018-08-04,214,02,1 of 3,24328,Redding,,"Turonian, Santonian",0.9,,0.08,0.4,0.15,0.17,34,0,3,0,0,0,0,0,34,0,0,0,0,0,0,1,0,5,4,7
2018-08-04,214,02,2 of 3,"24648, 27098",Redding,,"Turonian, Santonian",1.75,,0.17,0.5,0.18,0.25,36,3,2,0,0,0,0,0,39,3,0,0,0,0,0,0,0,10,2,14
2018-08-07,214,02,3 of 3,24648,Redding,,"Turonian, Santonian",1.75,,0.33,0.74,0.2,0.17,51,0,2,0,0,0,0,0,51,2,2,0,0,0,0,0,0,15,4,21
2018-08-04,214,04,1 of 3,10843,Redding,,"Turonian, Coniacian, Santonian",0.45,,0.08,0.25,0.08,0.17,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,7,1,6
2018-08-07,214,04,2 of 3,"25432, 23369",Redding,,"Turonian, Coniacian, Santonian",0.3,,0.016,0.22,0.08,0.016,17,0,2,0,0,0,0,0,17,0,0,0,1,0,0,0,0,2,1,1
2018-08-04,214,04,3 of 3,"10914, 28719",Redding,,"Turonian, Coniacian, Santonian",0.75,,0.03,0.28,0.08,0.08,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,2,3,0
2018-08-02,214,07,1 of 2,24105,Redding,,"Turonian, Santonian",0.6,,0.04,0.3,0.08,0.08,21,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,2,1,9
2018-08-02,214,07,2 of 2,"24079, 24080",Redding,,"Turonian, Santonian",0.5,,0.05,0.33,0.15,0.09,23,0,1,0,0,0,0,0,22,0,0,0,1,0,0,0,0,8,3,4
2018-08-02,214,08,1 of 2,25388,Redding,,"Turonian, Santonian",0.9,,0.04,0.5,0.5,0.25,39,0,1,0,0,0,0,0,39,0,0,3,0,0,0,0,0,5,3,4
2018-08-02,214,08,2 of 2,"8136, 29214, 29213, 29211, 25388",Redding,,"Turonian, Santonian",0.5,,0.03,0.5,0.17,0.03,31,0,1,0,0,0,0,0,31,0,1,0,0,0,0,0,0,0,1,0
2018-08-13,214,10,1 of 2,26014,Redding,,"Turonian, Santonian",0.52,,0.03,0.45,0.25,,29,0,1,0,0,0,0,0,29,0,0,0,0,0,0,0,0,2,1,1
2018-08-13,214,10,2 of 2,"26006, 26007, 28728",Redding,,"Turonian, Santonian",0.25,,0.016,,0.07,0.016,13,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,2,0,0
2018-08-13,214,11,1 of 2,"25391, 25392, 25389, 25395",Redding,,"Turonian, Santonian",0.25,,0.016,,0.25,0.016,13,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0,0
2018-08-13,214,11,2 of 2,24336,Redding,,"Turonian, Santonian",0.17,,0.04,0.5,0.03,0.06,12,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4
2018-08-13,214,12,1 of 2,10937,Redding,,"Turonian, Coniacian, Santonian",0.42,,0.08,0.33,0.07,0.17,22,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,6,4,8
2018-08-13,214,12,2 of 2,"10936, 19037, 10938, 10935",Redding,,"Turonian, Coniacian, Santonian",0.5,,0.09,,0.17,0.19,31,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,0,7,1,12
2018-08-11,215,02,1 of 3,23953,Redding,,"Turonian, Coniacian, Santonian",0.25,,,0.1,0.04,,9,0,0,0,0,0,0,6,3,0,0,0,0,0,2,0,0,0,0,0
2018-08-11,215,02,2 of 3,23953,Redding,,"Turonian, Coniacian, Santonian",1.0,,0.1,0.25,0.12,0.17,36,0,0,0,0,0,0,1,34,0,0,0,1,0,0,0,0,8,6,9
2018-08-11,215,02,3 of 3,"24245, 24218",Redding,,"Turonian, Coniacian, Santonian",0.5,,0.08,0.5,0.1,0.1,26,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,7,3,6
2018-07-24,215,03,1 of 2,24334,Redding,,"Turonian, Santonian",0.5,,0.01,0.4,0.07,,21,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,1,0,0
2018-07-25,215,04,1 of 2,"10909, 10913",Redding,,"Turonian, Santonian",0.25,,0.016,0.17,,0.016,5,1,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0
2018-07-24,215,04,2 of 2,"25394, 25393",Redding,,"Turonian, Santonian",0.5,,0.02,0.45,0.08,,18,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,2,1,0
2018-07-24,215,05,1 of 2,"10822, 10825",Redding,,"Turonian, Coniacian, Santonian",0.55,,0.04,0.35,0.1,,18,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,7,1,3
2018-07-24,215,05,2 of 2,"24248, 10828",Redding,,"Turonian, Coniacian, Santonian",0.8,,0.08,0.55,0.07,,21,1,1,0,0,0,1,0,19,0,0,0,0,1,0,0,0,5,2,8
2018-05-09,217,03,1 of 4,23615,Chico,,Coniacian,1.33,,0.25,0.6,0.17,0.33,27,2,3,4,2,0,1,0,10,2,2,0,0,0,2,0,0,10,0,14
2018-05-05,217,03,2 of 4,"23616, 23617, 59556",Chico,,Coniacian,1.5,,0.25,0.17,0.25,0.25,30,3,0,1,0,0,2,6,7,2,2,0,1,0,1,0,0,4,5,14
2018-05-10,217,03,3 of 4,10846,Chico,,Coniacian,1.5,,0.33,0.5,0.33,0.17,28,2,0,1,0,0,0,2,13,2,1,0,0,0,2,1,0,10,3,8
2018-05-10,217,03,4 of 4,23616,Chico,,Coniacian,1.25,,0.08,0.2,0.1,0.016,19,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,2,0,0
2018-05-09,217,07,1 of 3,26967,Tuna Canyon,Member B,Coniacian,4.0,,0.17,0.75,0.17,0.25,52,5,4,1,0,1,9,1,35,4,1,2,2,2,1,0,0,6,12,7
2018-05-09,217,07,2 of 3,26967,Tuna Canyon,Member B,Coniacian,,,0.19,0.6,0.25,0.17,,,,,,,,,,,,,,,,,,,,
2018-05-09,217,07,3 of 3,26997,Tuna Canyon,,Coniacian,0.5,,0.03,0.75,0.16,0.03,16,1,1,0,0,0,0,0,16,0,5,1,0,0,3,0,0,2,0,0
2018-07-11,217,10,1 of 4,10755,Redding,,"Turonian, Coniacian, Santonian",0.8,,,0.28,0.6,0.09,32,1,0,0,0,0,1,1,26,1,0,0,0,0,0,0,0,5,6,4
2018-07-11,217,10,2 of 4,10756,Redding,,"Turonian, Coniacian, Santonian",0.8,,0.2,1.0,0.17,0.07,24,1,0,0,0,0,0,1,20,1,0,1,0,0,2,0,0,5,6,8
2018-07-11,217,10,3 of 4,"10755, 10757, 10844, 15760",Redding,,"Turonian, Coniacian, Santonian",0.8,,0.08,0.5,0.17,0.17,26,2,0,3,0,0,2,6,16,2,0,0,0,2,0,0,0,5,4,5
