date,LOC_cabinet,LOC_drawer,LOC_tray,LOC_locality,LOC_unit,LOC_subunit,LOC_age,TIME_idRehouse,TIME_count,TIME_paint,TIME_catalog,TIME_labels,TIME_number,LOTS_st,LOTS_tx,LOTS_uncataloged,ID_genusChange,ID_speciesChange,ID_sp,ID_rank-up,ID_rank-down,ID_new,REHOUSE_box3x1.5,REHOUSE_box3x3,REHOUSE_box3x4,REHOUSE_box3x6,REHOUSE_box4x6,REHOUSE_box6x6,REHOUSE_plastic3x3,REHOUSE_plastic6x6,REHOUSE_vial7dr,REHOUSE_vial3dr,REHOUSE_vial1dr
2018-07-11,217,10,4 of 4,10758,Redding,,"Turonian, Coniacian, Santonian",0.75,,,1.0,0.17,,20,4,1,2,0,0,0,1,7,3,0,0,4,0,1,0,0,5,0,4
2018-07-21,218,07,1 of 2,15786,Redding,,Coniacian,0.17,,0.016,0.08,0.07,,9,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0
2018-07-21,218,07,2 of 2,17178,Redding,,Coniacian,0.38,,0.02,0.33,0.08,0.02,11,1,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0
2018-07-18,218,08,1 of 2,10817,Redding,,Coniacian,1.08,,0.07,0.8,0.1,0.08,23,0,1,1,0,0,0,2,14,1,0,1,1,0,2,0,0,8,1,5
2018-07-16,218,08,2 of 2,10817,Redding,,Coniacian,1.3,,0.17,0.75,0.17,0.25,33,2,1,3,0,0,2,2,26,2,0,1,0,0,0,0,0,6,5,20
2018-07-18,218,09,1 of 3,10816,Redding,,Coniacian,1.17,,0.04,0.5,0.24,0.08,34,2,3,2,0,0,0,0,34,2,3,3,1,1,0,0,0,5,2,1
2018-07-18,218,09,2 of 3,10816,Redding,,Coniacian,1.0,,0.04,0.4,0.1,0.17,41,0,2,2,0,0,0,2,32,0,0,0,0,0,0,0,0,3,2,4
2018-07-18,218,09,3 of 3,10816,Redding,,Coniacian,0.2,,,0.17,0.03,,4,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0
2018-07-18,218,09,3 of 3,10816,Redding,,Coniacian,0.33,,,0.3,0.08,,19,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0
2018-07-19,218,10,1 of 2,10816,Redding,,Coniacian,0.55,,0.03,1.0,0.1,0.03,20,2,1,0,0,0,0,0,17,1,1,0,0,0,0,0,0,1,0,0
2018-07-19,218,10,2 of 2,10816,Redding,,Coniacian,1.08,,0.08,0.45,0.2,,29,1,1,1,0,0,0,0,23,1,0,0,0,0,0,0,0,5,2,0
2018-07-19,218,11,1 of 4,10816,Redding,,Coniacian,0.8,,0.17,0.33,0.45,,33,1,0,0,0,0,1,3,22,0,0,0,0,0,0,0,0,8,8,10
2018-07-19,218,11,2 of 4,10816,Redding,,Coniacian,1.0,,0.09,0.5,0.25,0.07,29,3,1,0,0,1,0,0,26,0,0,0,0,0,0,0,0,6,4,1
2018-07-20,218,11,3 of 4,10816,Redding,,Coniacian,1.0,,0.17,0.33,0.15,0.33,24,4,0,4,3,0,2,2,12,4,2,0,0,0,0,0,0,10,3,6
2018-07-20,218,11,4 of 4,10816,Redding,,Coniacian,1.33,,0.17,1.0,0.25,,38,1,1,2,0,0,1,11,26,1,0,0,0,0,0,0,0,12,5,5
2018-07-20,218,12,1 of 1,10816,Redding,,Coniacian,1.0,,0.1,0.5,0.24,0.17,46,2,0,0,0,0,1,0,44,2,1,0,1,0,0,0,0,5,1,7
2018-07-25,219,01,1 of 2,10826,Redding,,Coniacian,0.33,,,0.25,0.06,,19,0,0,1,0,0,4,1,7,0,0,0,0,0,0,0,0,0,0,0
2018-07-25,219,01,2 of 2,10827,Redding,,Coniacian,1.0,,0.07,0.45,0.2,0.17,42,0,1,1,0,0,2,2,30,0,0,0,0,0,0,0,0,1,1,0
2018-07-27,219,02,1 of 4,24104,Redding,,Coniacian,1.75,,0.09,0.8,0.17,0.07,44,3,1,1,0,0,0,0,37,3,2,0,1,0,0,0,0,16,3,4
2018-07-27,219,02,2 of 4,24104,Redding,,Coniacian,1.5,,0.016,0.56,0.18,,50,1,1,1,0,0,0,1,49,1,0,1,2,0,1,0,0,7,3,1
2018-07-27,219,02,3 of 4,24104,Redding,,Coniacian,0.3,,0.08,0.45,0.17,0.07,32,1,1,0,0,0,0,0,31,1,0,0,0,0,0,0,0,3,3,0
2018-07-27,219,02,4 of 4,10942,Redding,,Coniacian,1.0,,,0.53,0.33,0.04,55,0,0,0,0,0,0,0,55,0,2,0,0,0,0,2,0,4,1,1
2018-07-28,219,03,1 of 1,26934,Redding,,"Coniacian, Santonian",0.45,,,0.33,0.09,0.04,20,0,1,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0,1,2
2018-07-28,219,04,1 of 3,10823,Redding,,Coniacian,0.5,,0.09,0.25,0.25,0.17,24,0,0,1,0,0,1,5,6,0,1,0,1,1,0,0,0,7,4,5
2018-07-28,219,04,2 of 3,8133,Redding,,Coniacian,0.33,,0.08,0.25,0.5,0.25,21,0,0,1,0,0,0,0,16,0,2,0,0,0,0,0,0,5,7,2
2018-07-28,219,04,3 of 3,8133,Redding,,Coniacian,0.35,,,0.25,0.25,,21,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,7,2,0
2018-07-08,220,03,1 of 4,"10829, 10830",Redding,,"Turonian, Coniacian, Santonian",0.75,,0.09,0.5,0.24,0.25,38,1,0,1,0,0,1,0,35,1,1,0,0,0,0,0,0,10,6,11
2018-07-08,220,03,2 of 4,10821,Redding,,"Turonian, Coniacian, Santonian",0.75,,0.08,0.4,0.16,0.08,31,1,1,1,0,0,0,1,25,0,0,0,1,0,1,0,0,6,5,7
2018-07-08,220,03,3 of 4,"10831, 15343",Redding,,"Turonian, Coniacian, Santonian",0.6,,0.09,0.33,0.18,0.17,36,1,0,0,0,0,0,0,32,1,0,0,1,0,0,0,0,13,4,15
2018-07-08,220,03,4 of 4,"24324, 16666",Redding,,"Turonian, Coniacian, Santonian",1.0,,0.017,0.29,0.16,0.25,39,1,2,0,0,0,0,0,36,2,1,1,1,0,1,0,0,7,8,8
2018-08-11,220,04,1 of 3,10807,Redding,,"Turonian, Coniacian, Santonian",0.55,,0.08,0.42,0.07,0.08,22,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,3,4,10
2018-08-10,220,04,2 of 3,24209,Redding,,"Turonian, Coniacian, Santonian",0.66,,0.12,0.5,0.12,0.1,20,2,0,0,0,0,0,0,17,2,0,0,1,0,0,0,0,9,2,6
2018-09-11,220,04,3 of 3,24209,Redding,,"Turonian, Coniacian, Santonian",0.84,,0.08,0.5,0.25,0.23,21,0,1,0,0,0,0,2,17,1,0,0,0,0,1,0,0,7,2,3
2018-08-11,220,06,1 of 1,15768,Redding,,Santonian,0.25,,,0.25,0.04,0.016,14,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,1,1,1
2018-10-10,220,09,1 of 4,10847,Chico,,Santonian,1.0,0.33,0.05,0.33,0.15,0.03,21,0,0,3,0,0,0,1,7,0,3,0,0,0,1,0,0,0,3,2
2018-05-11,220,09,1 of 4,10849,Chico,,Santonian,0.55,,0.33,0.33,0.17,0.25,19,5,0,2,0,0,3,3,2,5,0,0,1,0,2,1,0,6,6,4
2018-10-10,220,09,2 of 4,"10848, 10852",Chico,,Santonian,1.25,,0.12,0.66,0.08,0.15,31,1,0,2,4,0,3,3,7,1,0,0,1,0,0,0,0,2,2,16
2018-10-10,220,09,3 of 4,10847,Chico,,Santonian,1.0,,0.08,0.25,0.12,0.1,18,0,0,1,0,0,0,1,5,0,0,1,2,0,2,0,0,2,3,0
2018-10-10,220,09,4 of 4,10847,Chico,,Santonian,1.0,0.66,0.08,0.5,0.08,0.15,12,4,0,1,0,1,4,0,0,4,0,0,1,0,0,0,0,3,2,7
2018-05-11,220,10,2 of 4,10851,Chico,,Santonian,1.5,,0.2,1.0,0.4,0.17,53,0,1,5,0,0,0,2,24,0,0,0,1,0,0,1,0,17,11,5
2018-05-11,220,10,3 of 4,10849,Chico,,Santonian,0.75,,0.33,0.3,0.17,0.17,20,1,0,5,0,0,2,0,3,2,0,1,0,0,0,0,0,9,1,2
2018-05-10,220,10,4 of 4,10850,Chico,,Santonian,1.0,,0.25,0.33,0.33,0.25,34,2,0,3,1,0,1,2,7,2,4,0,0,0,0,0,0,0,0,0
2018-10-11,220,11,1 of 2,"28782, 28783",Chico,,Santonian,0.33,,,0.25,0.08,,15,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0
2018-10-11,220,11,2 of 2,,Chico,,Santonian,0.25,,,0.15,0.15,,16,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2018-10-11,220,12,1 of 4,"23618, 23619",Chico,,"Coniacian, Santonian, Campanian",0.92,,,0.5,0.25,0.1,33,0,3,3,1,0,4,0,2,2,0,0,0,1,0,0,0,1,3,13
2018-10-11,220,12,2 of 4,"23619, 23621, 23620",Chico,,"Coniacian, Santonian, Campanian",0.66,,0.15,0.5,0.1,0.05,25,0,5,0,0,0,6,0,4,0,1,0,1,0,0,0,0,2,3,5
2018-10-11,220,12,3 of 4,23622,Chico,,"Coniacian, Santonian, Campanian",0.45,,0.07,0.25,0.08,0.15,13,4,0,0,0,0,1,2,3,4,33,0,0,0,0,0,0,3,4,1
2018-10-11,220,12,4 of 4,"10849, 10851",Chico,,"Coniacian, Santonian, Campanian",0.33,,,0.2,0.15,,22,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
2018-10-15,220,12,4 of 4,,Chico,,"Coniacian, Santonian, Campanian",,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-12,223,02,1 of 4,23624,Chico,,"Coniacian, Santonian, Campanian",0.75,,0.05,0.2,0.05,0.08,14,2,1,0,0,0,0,0,3,2,0,0,0,1,0,0,0,3,5,5
2018-10-12,223,02,2 of 4,23624,Chico,,"Coniacian, Santonian, Campanian",0.75,,0.05,0.65,0.15,0.07,41,0,0,3,0,0,3,0,13,0,1,0,1,0,1,0,0,4,4,2
2018-10-12,223,02,3 of 4,23623,Chico,,"Coniacian, Santonian, Campanian",1.15,,0.07,0.33,0.1,0.08,26,1,1,1,0,0,3,0,3,1,1,1,1,2,1,0,0,7,3,6
2018-10-12,223,02,4 of 4,"23623, 15755",Chico,,"Coniacian, Santonian, Campanian",1.15,,0.07,0.43,0.25,0.07,29,0,5,0,0,0,1,0,8,0,0,1,0,0,1,0,0,6,4,4
2017-08-19,223,04,1 of 4,"23627, 23628",Chico,Musty Buck,Santonian,2.5,0.75,0.5,1.0,0.8,0.5,43,6,0,7,0,2,5,0,4,10,3,0,0,0,1,2,0,18,1,15
2017-08-22,223,04,2 of 4,23627,Chico,,Santonian,2.0,0.26,0.33,0.5,,0.16,23,0,4,3,0,0,1,0,0,0,2,1,0,1,1,1,0,7,3,4
2017-08-22,223,04,2 of 4,23627,Chico,Musty Buck,Santonian,2.0,0.25,0.25,0.75,0.8,0.25,23,6,0,3,0,0,0,0,4,0,2,1,0,1,1,1,0,7,3,4
2017-08-23,223,04,3 of 4,"23629, 23630",Chico,,Santonian,5.0,0.5,1.5,2.5,1.3,0.75,66,4,0,13,0,6,9,0,5,65,3,1,0,1,0,0,0,17,17,24
2017-08-22,223,04,3 of 4,23630,Chico,,Santonian,5.0,0.4,1.2,2.5,0.34,0.75,66,4,11,13,0,6,9,0,5,65,3,1,0,1,0,0,0,17,17,24
2017-08-25,223,04,4 of 4,23628,Chico,Musty Buck,Santonian,1.75,0.5,0.5,0.75,1.1,0.75,31,3,0,5,0,1,0,0,5,3,2,2,1,0,1,0,0,9,7,10
2017-08-25,223,04,4 of 4,23628,Chico,,Santonian,1.6,0.6,0.4,0.75,0.33,0.7,31,3,5,5,0,1,0,0,5,3,2,2,1,0,1,0,0,9,7,10
2018-10-12,223,05,1 of 3,23633,Chico,,"Santonian, Campanian",0.84,,0.05,0.15,0.08,0.05,14,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,3,4
2018-10-16,223,05,2 of 3,23633,Chico,,"Santonian, Campanian",0.84,,0.08,0.58,0.13,0.1,30,3,0,4,0,0,3,0,7,3,0,0,0,1,1,0,0,10,4,7
2018-10-16,223,05,3 of 3,"23631, 23632, 23623",Chico,,"Santonian, Campanian",0.5,,0.15,0.25,0.5,0.1,13,1,1,0,0,0,3,0,1,1,0,0,0,0,0,0,0,1,2,10
2018-09-19,223,07,2 of 3,"15777, 23791, 26935",Redding,,"Turonian, Coniacian, Santonian",0.5,,0.08,0.33,,0.66,31,0,4,0,0,0,0,0,31,0,0,0,0,0,0,0,0,5,7,4
2018-09-19,223,07,3 of 3,"15782, 24330",Redding,,"Turonian, Coniacian, Santonian",0.15,,0.03,0.08,0.03,,6,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0
2018-09-19,223,07,3 of 3,"15782, 24330",Redding,,"Turonian, Coniacian, Santonian",0.15,,0.03,0.08,0.03,,6,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0
2018-10-21,223,08,1 of 4,"10866, 10900",Redding,,"Turonian, Santonian",0.66,,0.5,0.82,0.75,,42,0,1,0,0,0,0,0,36,0,0,0,0,0,0,0,0,5,9,16
2018-09-19,223,08,2 of 4,"15783, 24077",Redding,,"Turonian, Santonian",0.58,,,0.4,0.15,0.25,28,0,2,0,0,0,0,0,26,0,0,0,0,0,1,0,0,15,3,5
2018-10-19,223,08,3 of 4,10820,Redding,,"Turonian, Santonian",0.25,,0.08,0.12,0.05,0.02,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,2,3
2018-09-20,223,08,4 of 4,"24323, 24322",Redding,,"Turonian, Santonian",0.58,,0.33,0.33,0.08,0.13,23,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,2,3,13
2018-09-21,223,10,1 of 2,10796,Redding,,"Turonian, Santonian",0.66,,0.12,0.58,,,26,1,1,0,0,0,1,0,21,1,0,1,0,1,1,0,0,3,3,7
2018-09-26,223,10,1 of 2,24336,Redding,,"Turonian, Santonian",0.5,,0.03,0.75,0.5,,46,0,1,0,0,0,0,0,45,0,0,0,0,0,0,0,0,2,1,2
2018-09-21,223,10,2 of 2,24217,Redding,,"Turonian, Santonian",0.75,,0.12,0.45,0.15,0.18,37,3,1,0,0,0,0,0,31,2,0,0,0,0,0,0,0,15,2,11
2018-09-26,223,10,2 of 2,24336,Redding,,"Turonian, Santonian",1.0,,0.05,0.58,0.12,0.08,51,0,1,0,0,0,0,8,43,0,1,1,1,0,0,0,0,6,1,1
2018-09-21,223,11,1 of 2,10796,Redding,,Santonian,0.58,,0.08,0.43,0.5,,35,0,1,0,0,0,0,0,33,0,0,0,0,0,0,0,0,4,2,1
2018-09-21,223,11,2 of 2,26015,Redding,,Santonian,0.2,,,0.15,0.08,,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
2018-09-27,223,12,1 of 3,10787,Redding,,"Coniacian, Santonian",0.58,,0.12,0.33,0.12,0.11,40,0,0,5,1,0,3,0,27,0,0,0,0,1,0,0,0,10,4,12
2018-09-26,223,12,2 of 3,10787,Redding,,"Coniacian, Santonian",0.92,,0.15,0.58,0.18,0.2,64,0,0,1,1,0,0,3,44,0,0,0,0,0,0,0,0,17,8,12
2018-09-27,223,12,3 of 3,10787,Redding,,"Coniacian, Santonian",0.33,,,0.08,0.07,,8,0,0,0,0,0,0,6,2,0,0,0,0,1,1,0,0,0,0,0
2018-08-18,224,07,1 of 3,10797,Redding,,"Coniacian, Santonian",1.0,,0.17,0.5,0.19,0.14,42,0,0,0,0,0,2,1,33,0,1,1,0,0,0,0,0,9,5,16
2018-09-15,224,07,2 of 3,10788,Redding,,"Coniacian, Santonian",1.15,,0.58,1.0,0.25,0.25,32,2,0,1,0,0,7,7,11,0,1,0,0,1,0,0,0,8,10,7
2018-08-15,224,07,3 of 3,10786,Redding,,"Coniacian, Santonian",0.8,,0.5,1.0,0.1,0.2,41,1,0,2,1,0,5,7,13,4,0,0,1,0,0,0,0,10,9,20
2018-09-11,224,08,1 of 4,24106,Redding,,"Coniacian, Santonian",0.58,,0.5,1.0,0.12,0.25,31,2,1,0,0,0,0,1,11,2,1,0,0,1,0,0,0,17,2,8
2018-09-05,224,08,2 of 4,10796,Redding,,"Coniacian, Santonian",0.33,,0.15,0.58,,0.08,20,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,9,2,4
2018-09-04,224,08,3 of 4,"24106, 24107",Redding,,"Coniacian, Santonian",0.92,,,0.37,0.08,0.55,26,0,0,1,0,0,0,0,24,0,0,0,0,0,0,0,0,9,4,9
2018-09-11,224,08,4 of 4,24106,Redding,,"Coniacian, Santonian",0.58,,0.25,0.5,0.08,,19,0,0,0,0,0,0,0,15,0,0,0,0,1,2,0,0,6,1,5
2018-09-11,224,09,1 of 3,10795,Redding,,"Turonian, Coniacian, Santonian",0.75,,0.25,1.0,,0.15,29,1,1,0,0,0,0,0,28,0,1,1,0,0,0,0,0,10,3,10
2018-09-04,224,09,1 of 4,10794,Redding,,"Turonian, Coniacian, Santonian",0.9,,0.17,0.48,0.08,0.25,30,1,0,0,1,0,1,1,20,1,0,0,0,0,0,0,0,11,3,12
2018-09-12,224,09,2 of 3,10792,Redding,,"Turonian, Coniacian, Santonian",1.15,,0.25,0.55,0.15,0.25,32,2,0,0,0,0,0,2,25,1,2,0,0,0,2,0,0,11,4,9
2018-10-12,224,09,3 of 3,"10793, 10845",Redding,,"Turonian, Coniacian, Santonian",0.75,,0.25,0.5,0.12,0.25,29,0,0,0,0,0,0,0,27,0,0,0,0,1,0,0,0,10,4,10
2018-09-13,224,10,1 of 3,25390,Redding,,"Turonian, Santonian",0.84,,,1.45,0.33,0.08,51,0,1,0,0,0,0,0,51,0,0,0,0,0,0,0,0,8,2,13
2018-09-18,224,10,1 of 3,25390,Redding,,"Turonian, Santonian",1.5,,0.5,0.73,0.3,0.15,45,1,1,0,0,0,0,0,45,1,0,2,1,0,0,0,0,17,5,9
2018-09-12,224,10,3 of 3,25390,Redding,,"Turonian, Santonian",0.5,,,0.33,0.07,,29,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
2018-09-18,224,11,1 of 4,10801,Redding,,"Turonian, Santonian",0.66,,0.25,0.37,,,0,1,0,1,0,0,1,4,16,0,1,0,0,1,0,0,0,9,7,9
2018-09-18,224,11,2 of 4,10798,Redding,,"Turonian, Santonian",0.84,,0.25,0.53,0.45,0.15,32,0,1,2,0,0,2,9,11,0,2,0,0,1,0,0,0,9,4,9
2018-10-18,224,11,2 of 4,10798,Redding,,"Turonian, Santonian",0.84,,0.25,0.53,0.45,0.15,32,0,1,2,0,0,2,9,11,0,2,0,0,1,0,0,0,9,4,9
2018-09-18,224,11,3 of 4,"10799, 10800",Redding,,"Turonian, Santonian",0.75,,0.25,0.47,0.13,0.25,30,0,0,2,0,0,6,9,8,0,0,1,1,0,0,0,0,7,5,11
2018-09-18,224,11,4 of 4,"10802, 10804",Redding,,"Turonian, Santonian",0.5,,0.15,0.43,0.13,0.12,26,0,0,1,0,0,1,8,11,0,0,0,0,2,0,0,0,8,4,4
2018-10-18,224,11,4 of 4,"10802, 10804",Redding,,"Turonian, Santonian",0.5,,0.15,0.43,0.13,0.12,26,0,0,1,0,0,1,8,11,0,0,0,0,2,0,0,0,8,4,4
2018-09-19,224,12,1 of 4,"24220, 24221",Redding,,"Turonian, Santonian",1.0,,0.15,0.75,0.5,,33,0,0,0,0,0,1,2,27,0,0,0,1,0,1,0,0,6,9,0
2018-09-19,224,12,2 of 4,10805,Redding,,"Turonian, Santonian",0.66,,0.45,0.58,0.5,,27,1,0,2,0,0,2,2,16,1,0,1,0,1,0,0,0,6,3,11
2018-09-19,224,12,3 of 4,"24219, 24247, 23296",Redding,,"Turonian, Santonian",0.58,,0.1,0.33,0.5,,27,2,0,0,0,0,1,0,23,1,1,1,0,0,0,0,0,7,2,5
2018-09-19,224,12,4 of 4,10824,Redding,,"Turonian, Santonian",0.45,,0.08,0.25,,0.08,14,1,0,0,0,0,2,3,4,1,1,0,1,0,0,0,0,4,2,3
2018-07-31,225,01,1 of 2,24246,Redding,,"Santonian, Campanian",1.33,,0.1,0.82,0.25,0.25,51,4,0,1,3,0,0,0,43,4,0,0,0,0,0,0,0,14,4,8
2018-08-01,225,01,2 of 2,24246,Redding,,"Santonian, Campanian",0.33,,0.016,0.25,0.08,0.016,19,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,1,0,0
2018-10-17,225,02,1 of 3,"24665, 24666",Chico,,"Coniacian, Santonian, Campanian",1.0,,0.33,0.66,0.22,0.15,46,0,0,4,1,0,2,7,15,1,1,1,1,0,0,0,0,10,8,17
2018-10-17,225,02,2 of 3,24664,Chico,,"Coniacian, Santonian, Campanian",1.0,,0.25,0.53,0.15,0.25,34,1,1,6,0,0,1,4,6,2,0,0,0,0,0,0,0,5,5,13
2018-10-17,225,02,3 of 3,"24663, 24662",Chico,,"Coniacian, Santonian, Campanian",1.15,,1.5,0.45,0.12,0.25,25,2,1,6,0,0,4,6,7,1,1,0,0,0,0,0,0,2,3,5
2018-10-24,225,03,1 of 3,24659,Chico,,Santonian,2.5,,0.12,0.84,0.13,0.15,70,1,1,12,5,0,7,16,30,1,0,1,1,0,0,0,0,0,0,0
2018-10-24,225,03,2 of 3,24659,Chico,,Santonian,,,0.18,0.66,0.12,0.2,,,,,,,,,,,,,,,,,,3,4,30
2018-10-26,225,04,1 of 2,27245,Chico,,"Santonian, Campanian",0.58,,,0.25,0.13,,29,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
2018-10-26,225,04,2 of 2,"27244, 27245",Chico,,"Santonian, Campanian",0.45,,,0.66,0.18,,34,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0
2018-10-27,225,05,2 of 2,27247,Chico,,"Santonian, Campanian",0.33,,,0.2,0.08,,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
2018-11-01,225,06,1 of 3,15788,Chico,,Santonian,1.0,,0.03,0.45,0.15,0.05,28,1,0,0,0,0,0,0,28,0,1,0,0,0,0,0,0,3,2,2
2018-11-01,225,06,2 of 3,15788,Chico,,Santonian,0.5,,,0.15,0.12,,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
2018-11-01,225,06,3 of 3,15788,Chico,,Santonian,0.25,,,0.12,0.08,,15,1,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2018-11-01,226,01,1 of 2,15791,Chico,,Santonian,0.25,,0.02,0.15,0.05,,10,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1
2018-11-01,226,01,2 of 2,15793,Chico,,"Coniacian, Santonian",0.25,,0.02,0.25,0.15,0.02,26,0,3,0,0,0,0,0,26,0,0,0,0,0,0,0,0,1,1,1
2018-11-01,226,02,1 of 3,15794,Chico,,"Coniacian, Campanian",0.5,,,0.5,0.18,,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
2018-11-01,226,02,2 of 3,15794,Chico,,"Coniacian, Campanian",0.45,,0.02,0.15,0.08,0.03,15,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,1,1
2018-11-01,226,02,3 of 3,15794,Chico,,"Coniacian, Campanian",0.33,,,0.5,0.08,,22,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
2018-11-02,227,02,1 of 3,17612,Chico,,Campanian,0.58,,0.33,0.25,0.15,0.03,28,0,1,0,0,0,0,0,28,0,0,0,0,0,0,0,0,2,2,1
2018-11-02,227,02,2 of 3,17611,Chico,,Campanian,0.37,,0.37,0.1,0.05,,11,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
2018-11-02,227,02,3 of 3,"17611, 17612",Chico,,Campanian,1.0,,0.33,0.5,0.22,0.08,37,2,1,3,1,0,0,1,17,2,0,0,0,0,0,0,0,4,5,6
2018-11-06,227,03,1 of 4,10832,Chico,,Campanian,0.66,,0.33,0.5,0.15,,28,2,1,0,0,0,0,0,3,1,1,0,1,0,0,0,0,3,7,9
2018-11-06,227,03,2 of 4,10832,Chico,,Campanian,1.15,,0.25,0.5,0.12,,45,0,1,1,0,0,2,0,35,0,0,0,0,0,0,0,0,5,0,12
2018-11-06,227,03,3 of 4,10833,Chico,,Campanian,0.5,,0.12,0.45,0.18,0.13,34,1,0,1,1,0,6,3,2,0,0,0,0,0,0,0,0,7,5,13
2018-11-06,227,03,4 of 4,10832,Chico,,Campanian,0.45,,0.03,0.17,0.07,0.03,9,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,3,0,0
2018-11-07,227,04,2 of 4,24081,Chico,,"Coniacian, Santonian, Campanian",1.08,,0.5,0.75,,0.75,38,3,7,2,0,0,1,0,27,3,0,0,1,0,0,0,0,6,5,16
2018-11-07,227,04,3 of 4,24340,Chico,,"Coniacian, Santonian, Campanian",1.0,,0.08,0.33,0.07,0.08,17,5,3,4,0,0,1,0,17,5,0,0,0,0,0,0,0,3,3,8
2018-11-07,227,04,4 of 4,24340,Chico,,"Coniacian, Santonian, Campanian",1.0,,0.33,0.84,0.12,0.15,31,0,0,0,0,0,0,0,17,0,3,2,1,0,0,1,0,11,6,5
2018-11-07,227,05,1 of 4,28780,Chico,,"Coniacian, Campanian",0.33,,0.08,0.5,,0.1,13,2,0,4,1,0,3,0,1,2,0,0,0,0,0,0,0,2,3,3
2018-11-07,227,05,2 of 4,22406,Chico,,"Coniacian, Campanian",0.66,,0.33,0.5,0.12,0.25,31,0,0,0,0,0,0,0,23,0,0,0,1,0,0,0,0,6,7,12
2018-11-11,227,05,3 of 4,"24337, 24338",Chico,,"Coniacian, Campanian",0.58,,0.25,0.75,0.15,0.08,30,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,0,11,4,5
2018-11-09,227,05,4 of 4,11798,Chico,,"Coniacian, Campanian",1.0,,,0.75,0.15,,50,0,1,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0
2018-11-13,227,06,1 of 3,27255,Chico,,Santonian,0.25,,,0.25,,,,,,,,,,,,,,,,,,,,,,
2018-11-13,227,06,1 of 3,27255,Chico,,Santonian,0.25,,,0.25,0.03,0.02,10,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1
2018-11-13,227,06,2 of 3,26918,Chico,,Santonian,0.2,,,0.12,0.03,,9,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
2018-11-13,227,06,3 of 3,27255,Chico,,Santonian,0.75,,,0.4,0.43,0.15,25,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,5,0,5
2018-11-24,227,07,1 of 1,15764,Chico,,"Coniacian, Campanian",0.15,,,0.12,0.05,,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
2018-11-27,227,08,1 of 3,23793,Chico,,"Coniacian, Santonian, Campanian",0.75,,,0.5,0.25,0.08,30,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,7,6,11
2018-11-14,227,09,1 of 4,10855,Chico,,"Santonian, Campanian",0.84,,0.08,0.75,,0.25,31,1,0,7,0,0,2,3,3,1,1,0,0,0,0,0,0,7,8,13
2018-11-14,227,09,2 of 4,10853,Chico,,"Santonian, Campanian",0.66,,0.15,0.75,,0.25,31,0,2,4,0,0,3,3,7,0,0,0,0,0,2,1,0,8,5,7
