date,LOC_cabinet,LOC_drawer,LOC_tray,LOC_locality,LOC_unit,LOC_subunit,LOC_age,minutesTotal,minutesPerIDRehouse,minutesPerCount,minutesPerPaint,minutesPerCatalog,minutesPerLabels,minutesPerNumber,lotsProcessed,lotsRehoused,lotsIdentified,lotsReidentified
2017-11-14,233,12,1 of 1,6965,Chatsworth,Dayton Canyon,Campanian,2.18,8.6,0.4,NA,0.4,NA,NA,14,3,14,0
2017-10-31,233,12,1 of 3,10715,Chatsworth,Dayton Canyon,Campanian,1.69,3.5,0.8,0.4,0.9,NA,0.4,17,19,3,2
2017-11-22,234,01,1 of 1,26994,Chatsworth,,Campanian,9.8,5.8,NA,NA,1.4,0.8,0.1,72,15,72,0
2017-11-15,234,01,1 of 3,"26994, 10714, 10713",Chatsworth,,Campanian,5.26,3.8,0.1,0.2,1.4,NA,0.6,52,53,11,6
2017-09-15,234,01,1 of 4,10711,Chatsworth,,Campanian,5,5,0.4,0.4,1.7,0.4,0.4,36,34,5,5
2017-08-14,234,01,1 of 4,10711,Chatsworth,,Campanian,5.16,5,0.5,0.4,1.7,0.6,0.5,36,34,5,5
2017-09-15,234,01,2 of 4,10711,Chatsworth,,Campanian,3,3.3,0.7,0.7,1.3,1.3,0.7,23,17,0,6
2017-09-26,234,01,3 of 4,10711,Chatsworth,,Campanian,3.09,3.2,1.1,0.5,4.8,2.6,1.1,14,12,3,1
2018-03-22,234,02,1 of 4,10709,Chatsworth,,Campanian,3.65,3.4,NA,1,1.5,1.2,NA,31,31,3,3
2017-11-21,234,02,3 of 4,10708,Chatsworth,Dayton Canyon,Campanian,5.81,2.2,0.8,0.1,4.5,0.6,0.5,40,37,4,9
2017-11-29,234,02,2 of 4,"10706, 10707",Chatsworth,Dayton Canyon,Campanian,3.31,2.6,0.1,0.2,1.1,0.3,0.6,40,38,0,11
2018-03-22,234,03,1 of 2,22336,Chatsworth,Dayton Canyon,Campanian,2.89,4.1,0.9,0.3,1.9,NA,0.7,22,18,3,4
2017-11-09,234,03,1 of 3,22336,Chatsworth,Dayton Canyon,Campanian,1.162,3.8,2.9,0.1,1.8,NA,0.1,8,8,1,4
2017-12-01,234,04,1 of 3,6965,Chatsworth,,Campanian,3.4,2.7,0.5,0.2,0.8,0.9,0.2,39,28,23,1
2017-11-16,234,05,1 of 3,6965,Chatsworth,Dayton Canyon,Campanian,5.68,9.5,NA,0.1,7.1,0.8,0.5,19,15,9,1
2017-10-30,234,06,1 of 3,6965,Chatsworth,,Campanian,4.01,3.1,0.9,0.2,0.9,NA,0.3,43,41,2,1
2017-08-25,234,08,1 of 2,,Chatsworth,,Campanian,5.75,1.9,NA,0.5,1.9,0.5,0.7,62,51,0,3
2018-05-03,234,11,1 of 2,27001,Tuna Canyon,Santa Ynez Canyon,Campanian,3.17,3.2,NA,0.3,1.2,0.3,0.1,37,20,2,15
2018-05-15,235,11,1 of 3,26019,Tuna Canyon,Member D @ Rivas Canyon,Campanian,1.49,1.7,NA,0.4,0.7,0.4,0.2,26,14,9,0
2018-05-15,235,11,2 of 2,26019,Tuna Canyon,Member D @ Rivas Canyon,Campanian,1.1,2.5,NA,0.4,1.2,0.8,0.6,12,6,5,0
2018-05-11,237,03,2 of 2,"8201, 8205",Tuna Canyon,Santa Ynez Canyon,Campanian,2.59,3.1,NA,0.4,1,0.4,0.5,29,20,27,1
2018-02-22,237,10,1 of 3,"10717, 10718",Ladd,Holz Shale,"Turonian, Campanian",4.19,6.2,0.7,0.1,1,0.5,0.2,29,22,5,14
2018-03-02,237,10,2 of 2,10722,Ladd,Holz Shale,"Turonian, Campanian",3.51,6.2,NA,0.1,1.5,0.8,0.1,24,20,9,10
2018-02-23,237,10,2 of 3,"10720, 10721",Ladd,Holz Shale,"Turonian, Campanian",2.4,3.6,NA,0.1,1.4,0.4,0.2,25,22,3,8
2018-03-30,237,11,1 of 2,10092,Ladd,Holz Shale,"Turonian, Campanian",0.89,2.5,NA,0.2,1.2,0.4,0.2,12,10,1,3
2018-04-07,237,11,1 of 3,10089,Ladd,Holz Shale,"Turonian, Campanian",1.53,3.2,NA,0.1,1,0.3,0.3,19,16,11,3
2018-04-10,237,12,1 of 2,15878,Ladd,Holz Shale,"Turonian, Campanian",2.23,2.5,NA,0.7,0.8,0.3,0.2,30,10,30,0
2018-04-03,237,12,1 of 4,"10084, 29178",Ladd,Holz Shale,"Turonian, Campanian",0.9359999999999999,2.5,NA,0.4,1.2,0.4,0.1,12,4,0,0
2018-04-10,237,12,2 of 2,10086,Ladd,Holz Shale,"Turonian, Campanian",1.274,2.1,NA,0,1.1,0.3,0,21,8,3,6
2018-04-03,237,12,2 of 4,"10087, 10088, 10085, 29179",Ladd,Holz Shale,"Turonian, Campanian",2.57,2.8,NA,0.3,1.6,0.3,0.1,30,13,13,7
2018-04-17,238,07,2 of 4,8173,Ladd,Upper Holz Shale,Campanian,1.582,2.4,NA,0,0.7,0.6,0,25,2,23,0
2018-04-11,238,11,1 of 3,"21526, 21527, 21528, 21531, 21533, 20666",Ladd,,Campanian,1.81,3.9,NA,0.1,1.6,NA,0.1,19,10,2,7
2018-04-12,238,11,2 of 3,"21536, 158",Ladd,Holz Shale,Campanian,5.357,27.3,NA,0.1,1.4,0.3,0.2,11,5,2,1
2018-04-12,238,11,3 of 3,158,Ladd,Holz Shale,Campanian,2.84,5,NA,0.2,1.4,0.4,0.1,24,8,23,1
2018-04-12,238,12,1 of 3,22949,Ladd,Upper Holz Shale,Campanian,0.617,1.9,NA,0.1,1.8,0.2,0.6,8,5,8,0
2018-04-12,238,12,2 of 3,22949,Ladd,Upper Holz Shale,Campanian,1.62,2.3,NA,NA,0.7,0.8,NA,26,5,25,0
2018-04-13,238,12,3 of 3,22949,Ladd,Upper Holz Shale,Campanian,3.69,4.4,NA,0.6,0.8,0.6,0.1,34,20,33,1
2017-10-10,240,12,1 of 4,10105,Williams,Pleasants Sandstone,Campanian,2.46,6.2,0.8,0.5,3.8,0.5,0.5,12,12,0,5
2017-10-11,240,12,2 of 4,10105,Williams,Pleasants Sandstone,Campanian,4.07,4.4,0.3,0.4,1.2,0.4,0.4,34,28,6,2
2017-10-11,240,12,3 of 4,10105,Williams,Pleasants Sandstone,Campanian,3.31,3.6,0.3,0.5,0.7,0.5,0.5,33,28,3,3
2017-10-12,240,12,4 of 4,10105,Williams,Pleasants Sandstone,Campanian,3.86,10.3,0.4,0.9,1.9,0.6,0.4,16,14,16,1
2018-04-18,241,03,1 of 4,27200,Williams,Schulz Ranch,Campanian,1.68,3.4,NA,0.2,0.9,NA,0.1,22,12,6,7
2018-04-19,241,03,2 of 4,27200,Williams,Schulz Ranch,Campanian,0.912,4.4,NA,0.1,NA,0.4,0.1,11,8,5,0
2018-04-19,241,03,3 of 4,"10719, 27199",Williams,,Campanian,3.42,2.9,NA,0.3,0.8,0.8,0.8,36,23,9,10
2017-10-11,241,05,1 of 3,10877,Williams,Pleasants Sandstone,Campanian,4.15,3.6,0.9,0.6,1.8,0.3,0.3,33,30,8,11
2018-05-12,241,08,1 of 2,22415,Williams,,Campanian,1.194,3,0.1,0.3,1,0.3,0.1,15,10,5,0
2018-05-12,241,08,2 of 2,22415,Williams,,Campanian,0.5,1.5,NA,NA,0.4,0.4,NA,13,1,5,8
2018-05-11,241,09,1 of 2,22415,Williams,Pleasants Sandstone,Campanian,1.66,4.3,NA,0.3,1.4,1.1,NA,14,12,5,0
2018-05-12,241,09,1 of 2,22415,Williams,,Campanian,0.4,2.5,NA,NA,0.7,0.8,NA,6,6,0,0
2018-05-11,241,09,2 of 2,22415,Williams,Pleasants Sandstone,Campanian,1.28,1.8,NA,NA,0.4,0.1,NA,34,15,10,0
2018-05-12,241,09,2 of 2,22415,Williams,,Campanian,0.41000000000000003,5,NA,NA,0.8,0.4,NA,4,2,0,0
2018-05-12,241,11,1 of 3,22415,Williams,Pleasants Sandstone,Campanian,5.42,13,NA,NA,0.7,0.4,NA,23,6,10,2
2018-05-11,241,11,2 of 3,22415,Williams,Pleasants Sandstone,Campanian,2.34,5,NA,0.3,1.8,0.6,0.1,18,11,11,5
2018-05-12,241,11,3 of 3,22415,Williams,,Campanian,1.02,1.6,NA,0.2,0.6,0.2,0.1,23,13,6,6
2018-05-12,241,12,1 of 2,22415,Williams,Pleasants Sandstone,Campanian,1.312,4.6,NA,0.1,1.2,0.1,0.1,13,12,6,3
2018-05-12,241,12,1 of 3,22415,Williams,Pleasants Sandstone,Campanian,1.74,3,NA,0.2,0.7,0.2,0.1,25,10,13,4
2018-05-15,241,12,2 of 2,22415,Williams,Pleasants Sandstone,Campanian,0.4,2.5,NA,NA,1.2,0.3,NA,6,2,5,0
2018-03-04,243,03,1 of 2,"10934, 17871",Ladd,,"Turonian, Coniacian",0.216,1.9,NA,NA,0.5,0.2,NA,5,0,1,0
2018-03-04,243,03,2 of 2,10934,Ladd,,"Turonian, Coniacian",0.6960000000000001,1.1,NA,0.1,0.7,0.3,0.1,18,5,7,1
2018-11-30,244,05,1 of 2,15789,Chico,,"Santonian, Campanian",1.07,1.2,NA,NA,1.1,0.3,NA,24,0,24,0
2018-11-30,244,05,2 of 2,"15790, 15789",Chico,,"Santonian, Campanian",0.38,0.8,NA,NA,0.8,0.4,NA,12,0,12,0
2018-11-30,244,06,2 of 3,15792,Chico,,"Santonian, Campanian",1.63,1.2,NA,NA,1.2,0.1,0.1,37,13,34,0
2018-11-30,244,06,3 of 3,15792,Chico,,"Santonian, Campanian",1.4,1.5,NA,NA,1,0.3,NA,30,0,30,0
2018-11-30,244,06,1 of 3,15792,Chico,,"Santonian, Campanian",1.4,1.5,NA,NA,1,0.3,NA,30,0,30,0
2017-09-27,245,02,1 of 3,"10709, 10710",Chatsworth,,Campanian,3.5,3.3,2,0.7,1.3,1.3,0.7,23,19,2,10
2017-09-27,245,02,2 of 3,10710,Chatsworth,,Campanian,3.25,3.3,1.3,0.7,1.3,1.3,0.7,23,19,5,4
2017-09-27,245,02,3 of 3,10709,Chatsworth,,Campanian,2.5,3.2,2.1,1.1,1.1,2.1,1.1,14,7,0,6
2018-01-31,255,05,1 of 4,"21190, 21193",San Francisquito,,Maastrichtian,2.627,4.3,0.2,0.1,2.1,0.7,0,21,8,7,6
2018-01-09,255,08,1 of 3,10663,Moreno,Tierra Loma Sandstone,Maastrichtian,2.17,2.4,0.8,0.1,1.2,0.6,0.2,25,16,5,5
2018-01-11,255,08,2 of 3,10664,Moreno,Tierra Loma Sandstone,Maastrichtian,1.76,3.3,0.3,0.6,1.3,0.3,0.1,18,11,7,5
2018-01-11,255,08,3 of 3,"10662, 10665",Moreno,Tierra Loma Sandstone,Maastrichtian,1.59,2.5,NA,0.8,0.9,0.6,0.5,18,12,4,12
2018-01-04,255,09,1 of 4,26345,Moreno,Tierra Loma Sandstone,Maastrichtian,3.45,3.8,0.7,0.3,1,0.4,0.3,32,26,9,9
2018-01-06,255,09,2 of 4,26345,Moreno,Tierra Loma Sandstone,Maastrichtian,0.9,2.2,1.1,0.6,1,NA,1.1,9,9,4,2
2018-01-06,255,09,3 of 4,26343,Moreno,Tierra Loma Sandstone,Maastrichtian,1.74,3.8,0.7,0.3,1.2,0.4,0.3,16,13,2,10
2018-01-06,255,09,4 of 4,"10666, 10670",Moreno,Tierra Loma Sandstone,Maastrichtian,2.04,2.9,0.8,0.3,1,0.5,0.4,21,16,3,13
2018-01-04,255,10,1 of 2,"10667, 10668",Moreno,Tierra Loma Sandstone,Maastrichtian,3.99,5.4,1.8,0.4,1.2,0.4,0.4,25,27,7,12
2018-01-04,255,10,2 of 2,"10661, 10669",Moreno,,Maastrichtian,1.52,3,0.6,0.3,1.4,0.6,0.3,15,12,7,5
2017-10-21,255,11,2 of 3,"26347, 23648",Moreno,Mercy Sandstone,Maastrichtian,3.69,3.8,0.8,0.5,2.5,1.2,0.4,24,15,0,0
2017-12-22,255,11,3 of 3,8147,Moreno,Tierra Loma Sandstone,Maastrichtian,5.91,6,0.7,0.3,2.1,0.6,0.5,35,38,22,5
2017-12-19,255,12,1 of 3,10679,Moreno,Tierra Loma Sandstone,Maastrichtian,1.31,3.5,0.3,0.3,1.2,NA,0.7,13,14,2,2
2017-12-20,255,12,2 of 3,"10682, 10681, 10926",Moreno,Tierra Loma Sandstone,Maastrichtian,3.16,5.2,0.4,0.2,1.7,NA,0.7,23,16,5,9
2017-12-20,255,12,3 of 3,10680,Moreno,Tierra Loma Sandstone,Maastrichtian,2.54,3.8,0.6,0.4,1,NA,0.6,24,23,6,11
2018-02-07,256,04,1 of 2,21578,San Francisquito,,Maastrichtian,1.227,2.7,1.9,0.4,1.1,0.5,0.1,11,6,4,1
2018-01-31,256,05,1 of 2,"21389, 21815",San Francisquito,,Maastrichtian,1.52,NA,0.5,0.7,1.4,0.6,0.4,25,14,7,8
2018-01-17,256,07,1 of 3,26346,Moreno,Tierra Loma Sandstone,Maastrichtian,3.25,3.5,NA,0.6,0.9,0.3,0.4,34,24,17,5
2018-01-17,256,07,2 of 3,26536,Moreno,,Maastrichtian,1.45,3.3,NA,0,1.1,0.3,0,18,11,18,0
2018-01-18,256,07,3 of 3,26356,Moreno,Quinto B,Maastrichtian,0.91,2.7,NA,0.4,1.4,0.2,0.2,11,5,11,0
2018-01-18,256,08,1 of 3,22661,Moreno,Quinto B,Maastrichtian,0.66,3.3,NA,NA,0.5,0.5,NA,9,9,0,0
2018-01-18,256,08,2 of 3,22661,Moreno,Quinto B,Maastrichtian,0.8300000000000001,3,0.5,NA,1,0.5,NA,10,7,1,0
2018-01-18,256,08,3 of 3,,Moreno,,Maastrichtian,4.13,6.4,NA,0.2,1.7,0.4,0.2,28,15,20,0
2018-01-12,256,09,1 of 4,10685,Moreno,Los Banos Creek,Maastrichtian,1.02,2.5,0.5,0.4,0.8,0.5,0.4,12,17,3,8
2018-01-19,256,09,1 of 4,"10674, 10675",Moreno,Quinto B,Maastrichtian,4.05,5,0.4,NA,2,0.6,2,24,16,15,7
2018-01-24,256,09,2 of 4,"10672, 10673",Moreno,Quinto B,Maastrichtian,1.71,5.5,0.9,0.2,2.2,0.4,0.2,11,8,3,7
2018-01-25,256,09,3 of 4,10678,Moreno,Quinto B,Maastrichtian,1.48,3.8,0.8,NA,1.5,0.5,0.9,12,8,4,9
2018-01-26,256,09,4 of 4,10676,Moreno,,Maastrichtian,1.62,4.5,1,0.2,1.7,0.6,1.8,10,8,3,6
2018-01-17,256,09,4 of 4,26638,Moreno,Quinto B,Maastrichtian,0.744,4.3,NA,0.1,1.5,0.3,0.1,7,5,17,0
2018-01-11,256,10,2 of 4,10685,Moreno,Quinto B,Maastrichtian,2.49,4.5,0.5,0.5,1.2,0.5,0.3,20,20,3,5
2018-01-16,256,10,3 of 4,26342,Moreno,Quinto B,Maastrichtian,3.2,4.1,NA,0.5,1.2,0.2,0.5,29,22,17,4
2018-01-26,256,11,1 of 2,"26341, 26347",Moreno,Mercy Sandstone,Maastrichtian,2.55,5.5,0.3,0.2,1.3,0.5,0.3,19,12,9,9
2018-01-26,256,11,2 of 3,27176,Moreno,,Maastrichtian,2.32,3.6,NA,0.1,2.3,0.5,0.2,21,8,15,2
2018-01-26,256,12,1 of 3,8184,Moreno,Garzas Sandstone,Maastrichtian,1.35,3.8,NA,0.2,2,0.5,0.4,12,10,11,0
2018-01-27,256,12,2 of 3,"10694, 10683",Moreno,,Maastrichtian,0.9400000000000001,3.5,0.2,0.2,1.7,0.5,0.2,9,6,5,4
2018-01-27,256,12,3 of 3,"8152, 8153",Moreno,,Maastrichtian,1.107,3,0.3,0.1,0.7,0.3,0.1,15,8,15,0
2018-04-26,260,10,1 of 2,6248,Jalama,,Campanian,1.24,3.7,NA,NA,NA,0.3,0.1,18,13,4,3
2018-04-25,260,10,2 of 2,6248,Jalama,,Campanian,0.66,5,NA,NA,0.8,0.8,NA,6,6,0,6
2018-04-25,260,11,1 of 3,6243,Jalama,,Campanian,2.6,3.2,NA,0.7,0.8,0.7,0.2,28,19,6,12
2018-04-25,260,11,2 of 3,6243,Jalama,,Campanian,0.902,3.8,1.5,0.1,0.8,0.5,0.1,8,9,0,0
2018-04-26,262,07,1 of 4,"24111, 24110",Jalama,,"Campanian, Maastrichtian",8.620000000000001,7.8,NA,0.4,0.7,2.1,0.2,46,49,9,15
2018-04-26,262,07,3 of 4,"24108, 24109, 24110, 24112",Jalama,,"Campanian, Maastrichtian",4.03,2.6,NA,0.3,1.3,0.4,0.7,46,35,5,34
2018-01-03,264,04,1 of 2,"26357, 26358",Moreno,,Maastrichtian,2.03,5.8,0.7,0.3,1.5,0.7,0.4,13,13,1,8
2017-12-13,264,04,1 of 3,"26351, 26352, 26353",Moreno,Garzas Sandstone,Maastrichtian,2.83,4,NA,0.2,1,NA,0.5,30,22,9,7
2017-12-15,264,07,1 of 2,"23814, 23812, 26469",Chatsworth,Lang Ranch,Maastrichtian,4.21,3.4,0.4,1.2,1.7,NA,0.4,35,40,0,10
2017-12-15,264,07,2 of 2,"23813, 23815",Chatsworth,Lang Ranch,Maastrichtian,6.36,4,1.3,1.5,1.3,NA,0.3,45,33,17,3
2017-12-21,265,11,1 of 3,"26344, 27170, 27171",Moreno,Tierra Loma Sandstone,Maastrichtian,2.7,3.6,0.3,0.2,0.5,NA,0.3,33,25,10,14
2018-09-16,274,01,1 of 2,1215,Rosario,Arroyo Santa Catarina,"Campanian, Maastrichtian",0.98,1.8,NA,NA,1.2,0.5,NA,17,0,9,5
2018-09-17,274,01,2 of 2,1215,Rosario,Arroyo Santa Catarina,"Campanian, Maastrichtian",0.56,4,NA,NA,1,1.8,NA,5,2,2,2
2018-09-17,274,02,1 of 2,"2852, 1474",Rosario,,"Campanian, Maastrichtian",3.88,2.7,NA,0.2,1.7,0.4,0.2,45,26,24,14
2018-08-01,274,02,1 of 3,2852,Rosario,Santa Catarina,"Campanian, Maastrichtian",3.22,3.6,NA,0.3,1.5,0.3,0.1,33,26,14,13
2018-08-22,274,02,2 of 2,2852,Rosario,Santa Catarina,"Campanian, Maastrichtian",1.49,2.3,NA,NA,0.9,0.2,NA,26,12,13,0
2018-10-09,274,03,1 of 2,2852,Rosario,Arroyo Santa Catarina,"Campanian, Maastrichtian",3.55,3.6,NA,0.1,0.7,0.5,0.2,42,19,35,2
2018-07-25,274,03,1 of 3,2853,Rosario,Santa Catarina,"Campanian, Maastrichtian",3.42,3.5,NA,0.1,1.3,0.9,0.2,34,21,11,8
2018-09-25,274,03,2 of 3,2852,Rosario,Arroyo Santa Catarina,"Campanian, Maastrichtian",4.02,3.8,NA,0.1,0.6,NA,0.6,48,25,24,21
2018-10-12,274,04,1 of 3,2855,Rosario,Santa Catarina Landing,"Campanian, Maastrichtian",3.86,4.1,NA,NA,0.9,0.3,NA,44,29,14,23
2018-07-26,274,06,1 of 1,2858,Rosario,Arroyo Santa Catarina,"Campanian, Maastrichtian",1.112,2,NA,0.1,1.3,1,0.1,15,7,8,8
2018-07-25,276,01,1 of 2,"5975, 5979",Rosario,Arroyo Santa Catarina,"Campanian, Maastrichtian",3.64,2.5,NA,0.1,1.2,0.6,0.1,48,13,23,19
2018-07-26,276,01,2 of 2,"2860, 2868, 2859",Rosario,Santa Catarina,"Campanian, Maastrichtian",1.622,3.8,NA,0.1,1.3,0.9,0.1,16,4,2,9
2018-05-22,183,01,1 of 1,,,LouElla Spms,,0.25,NA,NA,NA,NA,1.2,NA,13,16,0,10
2018-10-27,Taxonomic,,,,,Inoceramidae Systematic Collection,,1.08,3,NA,NA,3,0.5,NA,10,4,2,1
2018-10-27,Taxonomic,,,,,Inoceramidae Systematic Collection,,0.73,2.5,NA,NA,1.9,1.1,NA,8,8,0,1
2018-10-27,Taxonomic,,,,,Inoceramidae Systematic Collection,,1.12,1.4,NA,0.1,0.5,0.3,0.1,29,35,0,1
2018-10-27,Taxonomic,,,,,Inoceramidae Systematic Collection,,0.45,1.9,NA,NA,1.1,0.4,NA,8,2,1,2
2018-10-27,Taxonomic,,,,,Inoceramidae Systematic Collection,,1.55,1.3,NA,0.2,0.9,0.3,0.1,33,20,12,11
2018-10-28,Taxonomic,,,,,Inoceramidae Systematic Collection,,1.32,0.8,NA,0,0.9,0.3,0.4,33,2,33,0
2018-04-16,Taxonomic,,,,Redding,Bear Creek,"Turonian, Coniacian, Santonian",0.796,2,NA,0.1,1.5,1,0.2,10,15,0,1
2018-04-16,Taxonomic,,,,Redding,Bellavista,"Turonian, Coniacian, Santonian",2.32,1.3,NA,0.4,1.8,0.3,0.4,34,54,0,15
2018-04-16,Taxonomic,,,,Redding,Frazier Siltstone,"Turonian, Coniacian, Santonian",1.8800000000000001,2.7,NA,0.1,1.4,0.7,0.2,22,33,0,6
2018-04-18,Taxonomic,,,,,,,0.89,1.4,NA,0.3,1,0.7,0.3,14,18,0,2
2018-04-20,Taxonomic,,,,,,,1.55,1.4,NA,0.3,0.7,0.3,0.1,33,20,8,12
2018-07-14,Taxonomic,,,,,,,0.89,1.5,NA,0.5,NA,0.5,0.2,20,33,0,1
2017-09-26,unknown,01,3 of 4,10711,Chatsworth,,Campanian,3.08,3.2,0.7,0.3,5.3,2.6,1.1,14,12,3,1
2018-05-19,unknown,,,,,,,1.3,NA,NA,NA,1.1,0.9,0.9,28,44,0,0
2018-05-19,unknown,,,,,,,1.95,2.5,NA,NA,1.8,0.6,NA,24,30,4,0
2018-08-01,unknown,,,,,,,2.02,1.6,NA,0.2,2.1,0.2,0.2,28,44,0,0
